dataset,series,method,replicate,target_false_alarm_rate,threshold,precision,recall,f1,false_alarm_rate,n_alarms,calibrated_threshold
mgab,1,esn_residual,0,0.9047619047619048,0.011978497300191293,0.045554967794131374,0.912718204488778,0.0867786965412999,0.9043814129024649,32137,0.02713656935194564
mgab,1,esn_residual,0,0.9523809523809523,0.010705911432395965,0.045110559299988175,0.9513715710723192,0.08613682546850304,0.9524118410189881,33828,0.02713656935194564
mgab,1,esn_residual,0,1.0,0.004451417029969207,0.045157657657657654,1.0,0.08641310203641848,1.0,35520,0.02713656935194564
mgab,1,delay_line_residual,0,0.047619047619047616,0.05413228322265695,0.044352454169130695,0.046758104738154616,0.04552352048558422,0.04764712819908008,1691,0.06061235823959521
mgab,1,delay_line_residual,0,0.09523809523809523,0.05067349056227499,0.044352454169130695,0.09351620947630923,0.06016847172081829,0.09529425639816017,3382,0.06061235823959521
mgab,1,delay_line_residual,0,0.14285714285714285,0.04833224123836999,0.04828537642885298,0.1527431421446384,0.07337526205450735,0.14238117702559264,5074,0.06061235823959521
mgab,1,delay_line_residual,0,0.19047619047619047,0.046492258712618195,0.04656319290465632,0.19638403990024939,0.07527781096905246,0.19017572826984314,6765,0.06061235823959521
mgab,1,delay_line_residual,0,0.23809523809523808,0.044944414651496345,0.044341965235899256,0.23379052369077308,0.07454527382963921,0.23829461021346857,8457,0.06061235823959521
mgab,1,delay_line_residual,0,0.2857142857142857,0.04355428834145414,0.04414662987780844,0.2793017456359102,0.0762423417290674,0.2860007076306168,10148,0.06061235823959521
mgab,1,delay_line_residual,0,0.3333333333333333,0.042285251959867765,0.044256756756756756,0.3266832917705736,0.0779529901814936,0.33364783582969687,11840,0.06061235823959521
mgab,1,delay_line_residual,0,0.38095238095238093,0.0410408804269764,0.04352967260365088,0.3672069825436409,0.0778328377931946,0.3815898101191178,13531,0.06061235823959521
