dataset,series,method,replicate,seed_reservoir,seed_task,seed_split,seed_control,normalize,preprocessor_id,selected_alpha,auprc,auprc_random,anomaly_rate,threshold,f1_calibrated,precision_calibrated,recall_calibrated,far_test,n_evaluated,n_train,n_calibration,n_test,t0,split_offset,wall_time_s,f1_test_optimal,pa_f1_k0,pa_f1_random_k0,pa_f1_k20,pa_f1_random_k20
mgab,3,esn_residual,2,0,1,2,5,zscore,851eaf047c70,1e-07,0.16299986953074447,0.06942910746363466,0.06773648648648649,0.027301262103399893,0.14015802129852287,0.403960396039604,0.08478802992518704,0.00908981095609108,35520,14800,8880,35520,200,112,0.03821574989706278,0.15836230204712246,0.941130451789556,0.9110185535781901,0.14015802129852287,0.024046719340432843
mgab,3,delay_line_residual,2,0,1,2,5,zscore,851eaf047c70,1e-08,0.07224977162112478,0.06942910746363466,0.06773648648648649,0.061764093120174834,0.01379839018781142,0.08866995073891626,0.007481296758104738,0.005586760886634052,35520,14800,8880,35520,200,112,0.03823258285410702,0.1290656887755102,0.872497824194952,0.7632643349988104,0.01379839018781142,0.007665772326561902
mgab,3,persistence_residual,2,0,1,2,5,zscore,851eaf047c70,nan,0.06927888437955543,0.06942910746363466,0.06773648648648649,0.2640759493477276,0.020408163265306124,0.08284023668639054,0.011637572734829594,0.009361599323548951,35520,14800,8880,35520,200,112,0.03841816680505872,0.12761774744027302,0.9394767668879344,0.8477801268498942,0.020408163265306124,0.013848396501457725
mgab,3,moving_statistics,2,0,1,2,5,zscore,851eaf047c70,nan,0.07045872066067885,0.06942910746363466,0.06773648648648649,3.012517081122496,0.021237641889417794,0.08923076923076922,0.012053200332502078,0.008938817418614483,35520,14800,8880,35520,200,112,0.03796591702848673,0.12688534964666176,0.8519226683662631,0.8501165995336019,0.021237641889417794,0.013914317099963384
mgab,3,random_control,2,0,1,2,5,zscore,851eaf047c70,nan,0.06942910746363466,0.06942910746363466,0.06773648648648649,0.732471270910537,0.011057869517139697,0.048859934853420196,0.006234413965087282,0.008818022588633206,35520,14800,8880,35520,200,112,0.037615332985296845,0.12930747183896554,0.8526472464384435,0.8526472464384435,0.011057869517139697,0.011057869517139697
mgab,3,input_norm_control,2,0,1,2,5,zscore,851eaf047c70,nan,0.07009962039837675,0.06942910746363466,0.06773648648648649,1.9511461342644907,0.020311933260790716,0.07977207977207977,0.011637572734829594,0.009754182520988102,35520,14800,8880,35520,200,112,0.037836250150576234,0.12697071328597456,0.9370983446932813,0.845634753268663,0.020311933260790716,0.014508523757707654
mgab,3,esn_residual,3,0,1,2,5,zscore,851eaf047c70,1e-07,0.16451578394942157,0.07256820238087272,0.06773648648648649,0.027238295885119612,0.13887933997937435,0.40159045725646125,0.08395677472984206,0.00908981095609108,35520,14800,8880,35520,200,395,0.038368041859939694,0.15711995335956858,0.941130451789556,0.91500285225328,0.13887933997937435,0.03850120316259883
mgab,3,delay_line_residual,3,0,1,2,5,zscore,851eaf047c70,1e-08,0.0720677961528606,0.07256820238087272,0.06773648648648649,0.06149813394517878,0.015232292460015232,0.09090909090909091,0.00831255195344971,0.00603974149906384,35520,14800,8880,35520,200,395,0.0384250411298126,0.12890828295768444,0.8696595098677077,0.9622075584883023,0.015232292460015232,0.02361005331302361
mgab,3,persistence_residual,3,0,1,2,5,zscore,851eaf047c70,nan,0.06918884544423737,0.07256820238087272,0.06773648648648649,0.26379736012967214,0.021022109459949256,0.0821529745042493,0.012053200332502078,0.009784381228483421,35520,14800,8880,35520,200,395,0.037687999894842505,0.12762471670807962,0.9369158878504673,0.9402110199296599,0.021022109459949256,0.0340703153316419
mgab,3,moving_statistics,3,0,1,2,5,zscore,851eaf047c70,nan,0.07038076637163469,0.07256820238087272,0.06773648648648649,3.012517081122496,0.02125320630267497,0.08978328173374613,0.012053200332502078,0.008878420003623846,35520,14800,8880,35520,200,395,0.03764712507836521,0.12688534964666176,0.8522848034006375,0.9450117831893166,0.02125320630267497,0.031513374862587026
mgab,3,random_control,3,0,1,2,5,zscore,851eaf047c70,nan,0.07256820238087272,0.07256820238087272,0.06773648648648649,0.7424868242831053,0.02705749718151071,0.1411764705882353,0.014962593516209476,0.006613516941474905,35520,14800,8880,35520,200,395,0.03756941691972315,0.1286054867197206,0.9564698867024448,0.9564698867024448,0.02705749718151071,0.02705749718151071
mgab,3,input_norm_control,3,0,1,2,5,zscore,851eaf047c70,nan,0.0699967516091988,0.07256820238087272,0.06773648648648649,1.9482052613734595,0.020180180180180182,0.07588075880758807,0.011637572734829594,0.010297759255903847,35520,14800,8880,35520,200,395,0.037315916968509555,0.1269673603042146,0.9338249563361148,0.9374634716540035,0.020180180180180182,0.034594594594594595
mgab,3,esn_residual,4,0,1,2,5,zscore,851eaf047c70,1e-07,0.14852070222516275,0.07660731915640456,0.06773648648648649,0.027303806897670313,0.12816901408450707,0.41935483870967744,0.07564422277639235,0.007610074288820439,35520,14800,8880,35520,200,260,0.038073624949902296,0.14334140435835352,0.9502369668246444,0.9278827612803703,0.12816901408450707,0.04225352112676056
mgab,3,delay_line_residual,4,0,1,2,5,zscore,851eaf047c70,1e-08,0.07210541421255884,0.07660731915640456,0.06773648648648649,0.06159818045682641,0.014503816793893128,0.08878504672897196,0.007896924355777223,0.0058887479615872445,35520,14800,8880,35520,200,260,0.037939917063340545,0.12879746835443034,0.8706035605731656,0.9649087627832365,0.014503816793893128,0.029770992366412213
mgab,3,persistence_residual,4,0,1,2,5,zscore,851eaf047c70,nan,0.06922905777417523,0.07660731915640456,0.06773648648648649,0.2642400837090122,0.020437956204379562,0.08383233532934131,0.011637572734829594,0.009240804493567675,35520,14800,8880,35520,200,260,0.037882749922573566,0.12761774744027302,0.9402110199296599,0.944270015698587,0.020437956204379562,0.0364963503649635
mgab,3,moving_statistics,4,0,1,2,5,zscore,851eaf047c70,nan,0.07040159562388143,0.07660731915640456,0.06773648648648649,3.0092144668715264,0.021191085129704055,0.08761329305135952,0.012053200332502078,0.009120009663586398,35520,14800,8880,35520,200,260,0.03855583304539323,0.12688534964666176,0.850838107362614,0.944640753828033,0.021191085129704055,0.03580562659846547
mgab,3,random_control,4,0,1,2,5,zscore,851eaf047c70,nan,0.07660731915640456,0.07660731915640456,0.06773648648648649,0.7312489905980328,0.042643923240938165,0.14705882352941177,0.02493765586034913,0.010509150208371081,35520,14800,8880,35520,200,260,0.03798604104667902,0.12797628238782002,0.9325581395348838,0.9325581395348838,0.042643923240938165,0.042643923240938165
mgab,3,input_norm_control,4,0,1,2,5,zscore,851eaf047c70,nan,0.07002900244503041,0.07660731915640456,0.06773648648648649,1.9497595051800545,0.020216606498194945,0.07692307692307693,0.011637572734829594,0.010146765718427252,35520,14800,8880,35520,200,260,0.037777707912027836,0.1269673603042146,0.9347319347319346,0.9389268292682926,0.020216606498194945,0.03682310469314079
