experiment,rho,leak_rate,state_noise,replicate,n_units,alpha,val_nrmse,regime,amplitude_ratio,std_ratio,autocorr_peak,diverged,n_completed,stats_steps,valid_time_threshold,valid_time_steps,valid_time_lyapunov,valid_time_censored,wall_time_s
4C_stability,0.9,0.6,0.001,2,200,1e-08,0.0008493531828790312,attractor,1.022405501489551,0.9884161463840545,0.18834094710471527,False,20000,20000,0.4,245,2.244351153621863,False,0.8187987909186631
4C_stability,0.9,0.6,0.001,3,200,1e-08,0.0005355714551877504,attractor,1.0191964017508455,0.9929428338276338,0.1458786125504143,False,20000,20000,0.4,360,3.297822103281105,False,0.8160716670099646
4C_stability,0.9,0.6,0.001,4,200,1e-05,0.00042039173222381256,attractor,1.041770806340044,0.9915572587111737,0.13075396136474832,False,20000,20000,0.4,94,0.8610979936345109,False,0.8236135838087648
4C_stability,0.9,0.6,0.01,0,200,0.0001,0.0025884800685418864,attractor,0.9928876335978847,1.0053003250682686,0.16124267208146673,False,20000,20000,0.4,46,0.4213883798636968,False,0.8193588750436902
4C_stability,0.9,0.6,0.01,1,200,0.001,0.0034856947320109624,attractor,0.9796095861201973,0.9896585438282046,0.2180436531847608,False,20000,20000,0.4,168,1.538983648197849,False,0.8235361250117421
4C_stability,0.9,0.6,0.01,2,200,0.001,0.0035749775750425973,attractor,0.9634438387746582,1.011517492394426,0.18988027168565622,False,20000,20000,0.4,96,0.879419227541628,False,0.818299625068903
4C_stability,0.9,0.6,0.01,3,200,1e-08,0.003214969269978773,attractor,0.9638068811996398,1.0134889166556875,0.1531495149121009,False,20000,20000,0.4,25,0.22901542383896564,False,0.8229140001349151
4C_stability,0.9,0.6,0.01,4,200,0.0001,0.002898161636086324,attractor,0.971213210410919,1.0119208648435354,0.1627325539334019,False,20000,20000,0.4,345,3.160412848977726,False,0.8199172499589622
4C_stability,0.9,1.0,0.0,0,200,1e-08,1.9174794424953216e-05,attractor,1.1000030186126273,0.9994026483959134,0.1900902684187706,False,20000,20000,0.4,653,5.9818828706737825,False,0.7570484578609467
4C_stability,0.9,1.0,0.0,1,200,1e-08,0.00010492229208410935,attractor,0.9759774659669186,1.0051548554805352,0.19689959385064323,False,20000,20000,0.4,776,7.108638755961493,False,0.7530107910279185
4C_stability,0.9,1.0,0.0,2,200,1e-07,0.0001837451862475732,attractor,1.0108908076889913,1.0050057929685368,0.19969346717636288,False,20000,20000,0.4,466,4.268847500358319,False,0.754178750095889
4C_stability,0.9,1.0,0.0,3,200,1e-08,4.783568732173465e-05,attractor,0.9999710858549871,1.0069620775579773,0.191991001581538,False,20000,20000,0.4,636,5.826152382463286,False,0.7543282080441713
4C_stability,0.9,1.0,0.0,4,200,1e-08,1.2204664407059337e-05,attractor,1.0494870906225144,0.9980067391459074,0.1937560347675462,False,20000,20000,0.4,501,4.5894690937328715,False,0.7587276669219136
4C_stability,0.9,1.0,0.0001,0,200,1e-06,0.00013581292088956281,attractor,1.1219438968245545,1.0038459178643142,0.1681908179422327,False,20000,20000,0.4,581,5.322318450017562,False,0.8204990830272436
4C_stability,0.9,1.0,0.0001,1,200,1e-05,0.0002516827797989622,attractor,1.0346526013980397,0.9919007021330328,0.1505086477371889,False,20000,20000,0.4,382,3.499355676259395,False,0.8193101671058685
4C_stability,0.9,1.0,0.0001,2,200,1e-08,0.00031366387616292677,attractor,0.9938126839447635,1.005131906004281,0.18947653140231258,False,20000,20000,0.4,475,4.351293052940347,False,0.8198834999930114
4C_stability,0.9,1.0,0.0001,3,200,1e-08,0.00015856845308160426,attractor,1.023217546110724,1.0127584102603941,0.20358290313786698,False,20000,20000,0.4,499,4.5711478598257544,False,0.8222477920353413
4C_stability,0.9,1.0,0.0001,4,200,1e-06,0.00011917175240401714,attractor,1.035999912619756,0.9994485451067153,0.1782719884133676,False,20000,20000,0.4,504,4.6169509445935475,False,0.822442667093128
4C_stability,0.9,1.0,0.001,0,200,0.0001,0.000820823264769015,attractor,1.03875673124887,1.0074860034831898,0.17751915874351684,False,20000,20000,0.4,355,3.2520190185133124,False,0.8197023749817163
4C_stability,0.9,1.0,0.001,1,200,0.0001,0.0010471321357441562,attractor,1.01862038324993,1.0059906669140317,0.14195624321884195,False,20000,20000,0.4,303,2.7756669369282636,False,0.8199805829208344
4C_stability,0.9,1.0,0.001,2,200,1e-05,0.0013225549350264225,attractor,1.0468574627546658,1.013911545619791,0.2115328493961697,False,20000,20000,0.4,317,2.903915574278084,False,0.825150707969442
4C_stability,0.9,1.0,0.001,3,200,0.0001,0.0009386028953116535,attractor,1.0023118968694122,0.9249510951508609,0.20756461799774722,False,20000,20000,0.4,426,3.902422822215974,False,0.8207681670319289
4C_stability,0.9,1.0,0.001,4,200,0.0001,0.0007480559906573291,attractor,1.0112400349844999,0.9953690095715815,0.14045092163500636,False,20000,20000,0.4,431,3.948225906983768,False,0.8157715420238674
4C_stability,0.9,1.0,0.01,0,200,0.001,0.005101773510403115,diverged,1.1392238006983994e+249,nan,nan,False,20000,20000,0.4,37,0.33894282728166913,False,0.8155469580087811
4C_stability,0.9,1.0,0.01,1,200,0.001,0.006506814676552593,attractor,0.8706638945373171,0.8000418325850585,0.7286246581724815,False,20000,20000,0.4,77,0.7053675054240142,False,0.8233456669840962
4C_stability,0.9,1.0,0.01,2,200,0.01,0.005828333759800362,attractor,2.514888744215118,2.1023218730646125,0.17651031384537103,False,20000,20000,0.4,309,2.830630638649615,False,0.815962916938588
4C_stability,0.9,1.0,0.01,3,200,0.001,0.005715742896217009,attractor,0.912311913810268,1.0314723510806079,0.18743013561939845,False,20000,20000,0.4,21,0.19237295602473112,False,0.8240070829633623
4C_stability,0.9,1.0,0.01,4,200,0.001,0.004858495722641958,attractor,0.9179423168076409,1.0209519159563907,0.17615235292255443,False,20000,20000,0.4,72,0.659564420656221,False,0.8177462921012193
4C_stability,1.1,0.1,0.0,0,200,1e-05,0.0003070198118024634,diverged,6.8317621676484555e+307,nan,nan,True,9775,20000,0.4,73,0.6687250376097796,False,0.40883249999023974
4C_stability,1.1,0.1,0.0,1,200,0.0001,0.0016594835397483678,diverged,5.898385361349203e+307,nan,nan,True,6731,20000,0.4,86,0.7878130580060417,False,0.30470495903864503
4C_stability,1.1,0.1,0.0,2,200,0.001,0.0020099609312674467,diverged,5.744969366029001e+307,nan,nan,True,5054,20000,0.4,81,0.7420099732382487,False,0.2504495829343796
4C_stability,1.1,0.1,0.0,3,200,0.001,0.0010325096104455624,diverged,5.409992350483114e+307,nan,nan,True,5450,20000,0.4,56,0.5129945493992831,False,0.2629924169741571
4C_stability,1.1,0.1,0.0,4,200,0.0001,0.0007136689535080611,diverged,5.96450259164995e+307,nan,nan,True,4380,20000,0.4,77,0.7053675054240142,False,0.2270580839831382
4C_stability,1.1,0.1,0.0001,0,200,0.0001,0.0003065445133173951,diverged,6.586999795844322e+307,nan,nan,True,10788,20000,0.4,118,1.0809528005199178,False,0.48806250002235174
4C_stability,1.1,0.1,0.0001,1,200,0.0001,0.0016550751711915223,diverged,6.247881438957601e+307,nan,nan,True,6735,20000,0.4,87,0.7969736749596004,False,0.3408121659886092
4C_stability,1.1,0.1,0.0001,2,200,0.001,0.0020111172351596276,diverged,6.04687968668583e+307,nan,nan,True,5057,20000,0.4,83,0.760331207145366,False,0.28245100006461143
4C_stability,1.1,0.1,0.0001,3,200,0.001,0.0010296360730294957,diverged,5.647321523126797e+307,nan,nan,True,5446,20000,0.4,56,0.5129945493992831,False,0.29564066603779793
4C_stability,1.1,0.1,0.0001,4,200,0.001,0.0007185070583668695,diverged,6.129031590454375e+307,nan,nan,True,5426,20000,0.4,76,0.6962068884704555,False,0.2944810420740396
4C_stability,1.1,0.1,0.001,0,200,0.0001,0.00039424258394696923,diverged,6.570908218739729e+307,nan,nan,True,8057,20000,0.4,102,0.9343829292629798,False,0.3868153328076005
4C_stability,1.1,0.1,0.001,1,200,0.0001,0.0016556482344720323,diverged,6.148698025642864e+307,nan,nan,True,6599,20000,0.4,159,1.4565380956158216,False,0.33765675011090934
4C_stability,1.1,0.1,0.001,2,200,0.0001,0.0019697418719920455,diverged,6.293812058048892e+307,nan,nan,True,3837,20000,0.4,62,0.5679582511206348,False,0.23620170913636684
4C_stability,1.1,0.1,0.001,3,200,0.001,0.0010241045392961937,diverged,6.148258760484987e+307,nan,nan,True,5343,20000,0.4,55,0.5038339324457244,False,0.29320287494920194
4C_stability,1.1,0.1,0.001,4,200,0.001,0.0007792825725993558,diverged,6.151407339556344e+307,nan,nan,True,5472,20000,0.4,70,0.6412431867491039,False,0.30343287508003414
4C_stability,1.1,0.1,0.01,0,200,0.001,0.0016305289144374127,diverged,6.549340690715293e+307,nan,nan,True,6388,20000,0.4,34,0.3114609764209933,False,0.32929520797915757
4C_stability,1.1,0.1,0.01,1,200,0.01,0.00330614289790972,diverged,6.297220189811896e+307,nan,nan,True,10119,20000,0.4,153,1.4015743938944698,False,0.4627306249458343
4C_stability,1.1,0.1,0.01,2,200,1e-08,0.003122235857463086,diverged,5.875785063715946e+307,nan,nan,True,4825,20000,0.4,92,0.8427767597273936,False,0.2721488329116255
4C_stability,1.1,0.1,0.01,3,200,0.001,0.0022401029973221987,diverged,5.842277733937165e+307,nan,nan,True,4292,20000,0.4,17,0.15573048821049665,False,0.2554011670872569
4C_stability,1.1,0.1,0.01,4,200,0.001,0.001916996817225752,diverged,6.137855817882444e+307,nan,nan,True,5115,20000,0.4,61,0.5587976341670762,False,0.28489566687494516
4C_stability,1.1,0.3,0.0,0,200,1e-05,9.004300365356018e-05,diverged,6.646142461653929e+307,nan,nan,True,16249,20000,0.4,366,3.352785805002457,False,0.6271825418807566
4C_stability,1.1,0.3,0.0,1,200,1e-05,0.0008122300234212147,attractor,1.0850974370966093,0.6487895127827716,-0.000199473225406885,False,20000,20000,0.4,389,3.5634799949343052,False,0.7559216250665486
4C_stability,1.1,0.3,0.0,2,200,1e-05,0.001265821145268997,diverged,6.533734610039548e+307,nan,nan,True,4438,20000,0.4,311,2.848951872556732,False,0.2295701669063419
4C_stability,1.1,0.3,0.0,3,200,1e-06,0.00020144648822750845,diverged,5.887479278383471e+307,nan,nan,True,2573,20000,0.4,205,1.877926475479518,False,0.17005204199813306
4C_stability,1.1,0.3,0.0,4,200,1e-05,0.00014494120493250073,diverged,6.071532705846345e+307,nan,nan,True,4318,20000,0.4,92,0.8427767597273936,False,0.2240140421781689
4C_stability,1.1,0.3,0.0001,0,200,1e-06,9.604807969002483e-05,diverged,5.49681996811587e+307,nan,nan,True,4825,20000,0.4,377,3.4535525914916017,False,0.2725162080023438
4C_stability,1.1,0.3,0.0001,1,200,1e-05,0.0008337170520879826,attractor,1.0298963211425087,0.6498330539321092,-0.00029586689754945304,False,20000,20000,0.4,533,4.882608836246748,False,0.8196682499255985
4C_stability,1.1,0.3,0.0001,2,200,1e-05,0.0012528357676588246,diverged,5.785709271831456e+307,nan,nan,True,4382,20000,0.4,308,2.8214700216960567,False,0.2569019580259919
4C_stability,1.1,0.3,0.0001,3,200,1e-05,0.00020509424941586005,diverged,5.985973252844801e+307,nan,nan,True,2728,20000,0.4,209,1.9145689432937525,False,0.19875020789913833
4C_stability,1.1,0.3,0.0001,4,200,1e-05,0.0001472742787393312,attractor,0.9908830099978965,0.6826948493161136,0.7464745206494484,False,20000,20000,0.4,98,0.8977404614487453,False,0.8216817912179977
4C_stability,1.1,0.3,0.001,0,200,1e-05,0.0002490294769542184,attractor,1.1865707508834606,0.8176210690991115,0.05622593919128197,False,20000,20000,0.4,350,3.206215933745519,False,0.8188845419790596
4C_stability,1.1,0.3,0.001,1,200,0.0001,0.0010785872503403303,diverged,5.502651714559656e+307,nan,nan,True,8889,20000,0.4,534,4.891769453200306,False,0.4181589998770505
4C_stability,1.1,0.3,0.001,2,200,1e-08,0.0013630650087271387,diverged,6.099940715645132e+307,nan,nan,True,8367,20000,0.4,325,2.9772005099065533,False,0.40248754108324647
4C_stability,1.1,0.3,0.001,3,200,1e-05,0.00033348600174025364,diverged,4.854912567717326e+307,nan,nan,True,6934,20000,0.4,184,1.6855535194547873,False,0.3466040000785142
4C_stability,1.1,0.3,0.001,4,200,1e-08,0.00032445385165936406,attractor,1.1188018647387505,1.009468536362911,0.17150996025805407,False,20000,20000,0.4,81,0.7420099732382487,False,0.818602625047788
4C_stability,1.1,0.3,0.01,0,200,0.001,0.0013798711863854591,diverged,6.332243855413022e+307,nan,nan,True,7575,20000,0.4,205,1.877926475479518,False,0.3694828331936151
4C_stability,1.1,0.3,0.01,1,200,0.0001,0.0020993399353964087,attractor,0.9908097573498067,1.0016869743007069,0.16919872759254068,False,20000,20000,0.4,308,2.8214700216960567,False,0.8298769590910524
4C_stability,1.1,0.3,0.01,2,200,1e-08,0.003243940821879309,attractor,1.1283578532949419,0.7773282015382396,0.24812111132672537,False,20000,20000,0.4,235,2.152744984086277,False,0.8148640419822186
4C_stability,1.1,0.3,0.01,3,200,1e-08,0.0015644796716860116,diverged,5.889673796658744e+307,nan,nan,True,15984,20000,0.4,266,2.4367241096465944,False,0.6753189999144524
4C_stability,1.1,0.3,0.01,4,200,0.001,0.001591202090319397,diverged,6.018126198112054e+307,nan,nan,True,15025,20000,0.4,56,0.5129945493992831,False,0.6400234589818865
4C_stability,1.1,0.6,0.0,0,200,1e-06,0.0001318627122446625,attractor,2.6355122862504468,1.0287411397917277,0.15055271057608924,False,20000,20000,0.4,202,1.8504446246188424,False,0.7469874580856413
4C_stability,1.1,0.6,0.0,1,200,1e-05,0.0007049271465020834,attractor,0.9664416889398416,1.0068309704923446,0.17051086938896473,False,20000,20000,0.4,378,3.4627132084451606,False,0.7538900410290807
4C_stability,1.1,0.6,0.0,2,200,0.0001,0.0009733494131451597,attractor,1.6204334004151628,1.9675760246442473,0.18223165389417156,False,20000,20000,0.4,393,3.6001224627485398,False,0.7496263750363141
4C_stability,1.1,0.6,0.0,3,200,1e-07,0.0003571052573575029,attractor,1.0022129395824733,1.0125634759743576,0.21638446254911253,False,20000,20000,0.4,1026,9.39879299435115,False,0.7547126249410212
4C_stability,1.1,0.6,0.0,4,200,1e-06,0.00011399039722142373,diverged,69.9935559867304,nan,nan,False,20000,20000,0.4,85,0.7786524410524831,False,0.7465550829656422
4C_stability,1.1,0.6,0.0001,0,200,1e-06,0.00015713044784573327,attractor,3.755720200618385,1.0717220479195277,0.18241193013518633,False,20000,20000,0.4,202,1.8504446246188424,False,0.8187177500221878
4C_stability,1.1,0.6,0.0001,1,200,1e-05,0.000698477683955684,attractor,1.0067361132489228,1.0045098392426137,0.1634078689758984,False,20000,20000,0.4,381,3.490195059305836,False,0.819262791890651
4C_stability,1.1,0.6,0.0001,2,200,0.0001,0.000967384490378678,attractor,1.559720603262179,1.4777476815752668,0.1557528247452129,False,20000,20000,0.4,393,3.6001224627485398,False,0.821948624914512
4C_stability,1.1,0.6,0.0001,3,200,1e-06,0.00037026720252840233,attractor,1.0313269850770381,1.0153486115655614,0.2551984996281934,False,20000,20000,0.4,955,8.748389190648489,False,0.8172412079293281
4C_stability,1.1,0.6,0.0001,4,200,1e-06,0.0001350110552018393,diverged,14.249525400255692,nan,nan,False,20000,20000,0.4,92,0.8427767597273936,False,0.8145224160980433
4C_stability,1.1,0.6,0.001,0,200,1e-05,0.00047530136799651696,attractor,1.0349938797735911,0.6318197626864982,0.1260253462775209,False,20000,20000,0.4,352,3.224537167652636,False,0.8186177918687463
4C_stability,1.1,0.6,0.001,1,200,1e-08,0.0009653341031926774,attractor,1.0656995095379953,1.0107559409443296,0.20889302508686144,False,20000,20000,0.4,386,3.5359981440736292,False,0.8215308748185635
4C_stability,1.1,0.6,0.001,2,200,1e-08,0.0012219021910097507,attractor,1.0067868135223756,1.0071202287673946,0.18359267526575943,False,20000,20000,0.4,248,2.271833004482539,False,0.8204034580849111
4C_stability,1.1,0.6,0.001,3,200,1e-08,0.0006975285005893769,attractor,1.000503807684443,1.0130273625373118,0.14860602895136288,False,20000,20000,0.4,633,5.79867053160261,False,0.8162664999254048
4C_stability,1.1,0.6,0.001,4,200,1e-05,0.0004220733863642792,attractor,0.9861700860993001,1.0130752917691626,0.16884160064092457,False,20000,20000,0.4,427,3.9115834391695334,False,0.817001833114773
4C_stability,1.1,0.6,0.01,0,200,1e-08,0.0025315238874247773,attractor,0.9543222961052946,0.3968362967018008,0.05834303971326961,False,20000,20000,0.4,51,0.4671914646314899,False,0.8218262081500143
4C_stability,1.1,0.6,0.01,1,200,0.001,0.003274205366496814,attractor,0.969147436555064,1.014410022217674,0.18741713216984643,False,20000,20000,0.4,229,2.097781282364925,False,0.8166524998378009
4C_stability,1.1,0.6,0.01,2,200,0.001,0.003567985758509187,attractor,0.9942278372719507,0.9959716117583934,0.1925571623577833,False,20000,20000,0.4,167,1.5298230312442904,False,0.8182643749751151
4C_stability,1.1,0.6,0.01,3,200,1e-08,0.003158723664760363,attractor,0.957293068046945,1.0278837235498817,0.20442676683689162,False,20000,20000,0.4,27,0.2473366577460829,False,0.821744083892554
4C_stability,1.1,0.6,0.01,4,200,0.001,0.002326253872265545,attractor,0.975004630032979,1.0202605053718796,0.16810492247601364,False,20000,20000,0.4,76,0.6962068884704555,False,0.8208867080975324
4C_stability,1.1,1.0,0.0,0,200,1e-06,0.0002262767604328989,attractor,2.074317030971469,1.6403767487546106,0.405876481224223,False,20000,20000,0.4,374,3.426070740630926,False,0.7478739169891924
4C_stability,1.1,1.0,0.0,1,200,1e-08,0.0007144617614622348,attractor,0.9585375926124352,1.0125166486940493,0.1701863743419432,False,20000,20000,0.4,386,3.5359981440736292,False,0.7489411670248955
4C_stability,1.1,1.0,0.0,2,200,1e-08,0.001110882296469671,attractor,0.9925098443508856,1.0075726527696884,0.17847730962065664,False,20000,20000,0.4,459,4.204723181683409,False,0.7524785420391709
4C_stability,1.1,1.0,0.0,3,200,1e-08,0.0005341161281765093,attractor,1.8237146261050277,1.0170371954595125,0.15847625457473954,False,20000,20000,0.4,22,0.20153357297828975,False,0.757012499962002
4C_stability,1.1,1.0,0.0,4,200,1e-06,0.00012770325931437703,attractor,1.7732271325277311,2.1530520087839324,0.15903950186954205,False,20000,20000,0.4,72,0.659564420656221,False,0.7521079999860376
4C_stability,1.1,1.0,0.0001,0,200,1e-05,0.00029704856898924695,attractor,2.8496956716299735,2.6863131828969524,0.08216200089402605,False,20000,20000,0.4,353,3.233697784606195,False,0.820480375085026
4C_stability,1.1,1.0,0.0001,1,200,1e-05,0.000765194002589657,attractor,0.907349122176012,0.43314722820282425,0.18021197870956346,False,20000,20000,0.4,675,6.183416443652072,False,0.8190737499389797
4C_stability,1.1,1.0,0.0001,2,200,1e-08,0.001295350127419576,attractor,0.9827648209303523,1.005046894466378,0.1447815444884884,False,20000,20000,0.4,316,2.8947549573245257,False,0.8257057501468807
4C_stability,1.1,1.0,0.0001,3,200,1e-08,0.0005929298177205235,attractor,0.8274542424296274,0.8801997723551965,0.2807479879401663,False,20000,20000,0.4,44,0.4030671459565795,False,0.8187089168932289
4C_stability,1.1,1.0,0.0001,4,200,1e-06,0.00020098285793048652,attractor,1.006393877605344,1.0067620031063624,0.19286522200144932,False,20000,20000,0.4,353,3.233697784606195,False,0.8228884169366211
4C_stability,1.1,1.0,0.001,0,200,0.0001,0.0009752831212990287,attractor,1.0347308280222423,0.6008761509273569,0.15028373541429518,False,20000,20000,0.4,352,3.224537167652636,False,0.8180032919626683
4C_stability,1.1,1.0,0.001,1,200,1e-08,0.0013916423567186548,attractor,0.9806214522921923,0.9472730783796262,0.2621353212298121,False,20000,20000,0.4,386,3.5359981440736292,False,0.8225497498642653
4C_stability,1.1,1.0,0.001,2,200,0.001,0.0018099562133786573,attractor,0.971420288003095,1.0166474020222382,0.19009021682462252,False,20000,20000,0.4,159,1.4565380956158216,False,0.8192275001201779
4C_stability,1.1,1.0,0.001,3,200,1e-08,0.0013870306487964433,attractor,0.982356951307133,1.015135236379008,0.15243570809693852,False,20000,20000,0.4,299,2.739024469114029,False,0.8236570418812335
4C_stability,1.1,1.0,0.001,4,200,1e-05,0.00077002722798201,attractor,0.9734818066846931,1.0074062690432681,0.2287549974439015,False,20000,20000,0.4,87,0.7969736749596004,False,0.8131732500623912
4C_stability,1.1,1.0,0.01,0,200,1e-08,0.005193262091724182,attractor,0.9730660244333527,1.0288990452906916,0.1812486363774001,False,20000,20000,0.4,40,0.36642467814234503,False,0.8226349169854075
4C_stability,1.1,1.0,0.01,1,200,0.001,0.006412295451340476,attractor,0.901489582893588,1.0199980739131649,0.2128887878290813,False,20000,20000,0.4,42,0.38474591204946224,False,0.8155315420590341
4C_stability,1.1,1.0,0.01,2,200,0.01,0.005658278047554881,attractor,1.7036333592398236,2.231550816725797,0.24274165036888812,False,20000,20000,0.4,233,2.1344237501791596,False,0.8208383750170469
4C_stability,1.1,1.0,0.01,3,200,0.001,0.006147644710967081,attractor,0.8266012713344811,0.4726187101356452,0.825835694889483,False,20000,20000,0.4,26,0.23817604079252427,False,0.816219582920894
4C_stability,1.1,1.0,0.01,4,200,0.001,0.004170651515343237,attractor,0.9688669096589536,0.9954833003714323,0.1761649100556004,False,20000,20000,0.4,79,0.7236887393311314,False,0.8191007920540869
4C_stability,1.3,0.1,0.0,0,200,0.001,0.0014127681117540709,diverged,6.261207036765316e+307,nan,nan,True,7675,20000,0.4,50,0.4580308476779313,False,0.3361833330709487
4C_stability,1.3,0.1,0.0,1,200,0.01,0.005780683264012968,diverged,5.85137794401314e+307,nan,nan,True,6960,20000,0.4,35,0.3206215933745519,False,0.31316241598688066
4C_stability,1.3,0.1,0.0,2,200,0.01,0.004740574138837199,diverged,6.593094479408372e+307,nan,nan,True,4969,20000,0.4,25,0.22901542383896564,False,0.2428024159744382
4C_stability,1.3,0.1,0.0,3,200,0.01,0.0031738914126588687,diverged,5.66280606268253e+307,nan,nan,True,7633,20000,0.4,58,0.5313157833064003,False,0.3359254579991102
4C_stability,1.3,0.1,0.0,4,200,0.001,0.0038935946410186832,diverged,5.670706891998196e+307,nan,nan,True,4717,20000,0.4,123,1.1267558852877109,False,0.23934083292260766
4C_stability,1.3,0.1,0.0001,0,200,0.001,0.0014100159948833575,diverged,6.202689841459437e+307,nan,nan,True,7834,20000,0.4,50,0.4580308476779313,False,0.37744229193776846
4C_stability,1.3,0.1,0.0001,1,200,0.01,0.005772634722629402,diverged,6.202684094410961e+307,nan,nan,True,6944,20000,0.4,35,0.3206215933745519,False,0.3497296250425279
4C_stability,1.3,0.1,0.0001,2,200,0.01,0.00474770007400076,diverged,6.552050732126573e+307,nan,nan,True,4966,20000,0.4,25,0.22901542383896564,False,0.27536750002764165
4C_stability,1.3,0.1,0.0001,3,200,0.01,0.0031727605694862604,diverged,5.803333228113228e+307,nan,nan,True,7633,20000,0.4,58,0.5313157833064003,False,0.37439037510193884
4C_stability,1.3,0.1,0.0001,4,200,0.001,0.0039003605258400927,diverged,5.821610962285859e+307,nan,nan,True,4709,20000,0.4,123,1.1267558852877109,False,0.26993429218418896
4C_stability,1.3,0.1,0.001,0,200,0.001,0.0013958706880280432,diverged,6.583833915116065e+307,nan,nan,True,7562,20000,0.4,54,0.4946733154921658,False,0.37024595914408565
4C_stability,1.3,0.1,0.001,1,200,0.01,0.005705662814919129,diverged,6.187148446253557e+307,nan,nan,True,6789,20000,0.4,36,0.3297822103281105,False,0.34218141599558294
4C_stability,1.3,0.1,0.001,2,200,0.01,0.004810932191733161,diverged,6.217628235017292e+307,nan,nan,True,4933,20000,0.4,25,0.22901542383896564,False,0.2776619999203831
4C_stability,1.3,0.1,0.001,3,200,0.01,0.0031678793280186385,diverged,6.033288106308325e+307,nan,nan,True,7622,20000,0.4,59,0.5404764002599589,False,0.37342699989676476
4C_stability,1.3,0.1,0.001,4,200,0.001,0.003957141462658058,diverged,5.365256509672721e+307,nan,nan,True,4856,20000,0.4,121,1.1084346513805936,False,0.2741685421206057
4C_stability,1.3,0.1,0.01,0,200,0.001,0.00206075938883902,diverged,6.537527526064626e+307,nan,nan,True,7271,20000,0.4,43,0.39390652900302087,False,0.35933504183776677
4C_stability,1.3,0.1,0.01,1,200,0.01,0.005612242234755377,diverged,6.171654811393314e+307,nan,nan,True,5578,20000,0.4,53,0.4855126985386072,False,0.2984903750475496
4C_stability,1.3,0.1,0.01,2,200,0.01,0.005316918069373982,diverged,6.210891799169342e+307,nan,nan,True,4775,20000,0.4,49,0.44887023072437265,False,0.26970570906996727
4C_stability,1.3,0.1,0.01,3,200,0.001,0.003577354961435805,diverged,5.630973297372819e+307,nan,nan,True,5779,20000,0.4,58,0.5313157833064003,False,0.30442129098810256
4C_stability,1.3,0.1,0.01,4,200,0.01,0.004592914983084775,diverged,5.565422198702549e+307,nan,nan,True,6156,20000,0.4,55,0.5038339324457244,False,0.32115145889110863
4C_stability,1.3,0.3,0.0,0,200,0.0001,0.0004964634876478233,diverged,2.522331731030642e+287,nan,nan,False,20000,20000,0.4,199,1.8229627737581664,False,0.7567266670521349
4C_stability,1.3,0.3,0.0,1,200,1e-08,0.0018864858943448935,diverged,1.114007369933948e+299,nan,nan,False,20000,20000,0.4,307,2.812309404742498,False,0.7508509170729667
4C_stability,1.3,0.3,0.0,2,200,1e-08,0.0031116718079374473,diverged,6.125176419886641e+307,nan,nan,True,4441,20000,0.4,159,1.4565380956158216,False,0.2273876671679318
4C_stability,1.3,0.3,0.0,3,200,0.0001,0.0009048633890651221,diverged,4.772627679843919e+307,nan,nan,True,2729,20000,0.4,39,0.3572640611887864,False,0.17191799986176193
4C_stability,1.3,0.3,0.0,4,200,0.0001,0.0006569744370555738,diverged,5.930327722954148e+307,nan,nan,True,3497,20000,0.4,75,0.6870462715168969,False,0.19831287488341331
4C_stability,1.3,0.3,0.0001,0,200,0.0001,0.0004969000365923941,diverged,2.2942418839267023e+278,nan,nan,False,20000,20000,0.4,203,1.8596052415724011,False,0.820014416007325
4C_stability,1.3,0.3,0.0001,1,200,1e-08,0.0018936516722838773,diverged,1.5487940662122222e+303,nan,nan,False,20000,20000,0.4,308,2.8214700216960567,False,0.8173466250300407
4C_stability,1.3,0.3,0.0001,2,200,1e-08,0.003099556683611536,diverged,6.583501937168859e+307,nan,nan,True,4822,20000,0.4,159,1.4565380956158216,False,0.27057508286088705
4C_stability,1.3,0.3,0.0001,3,200,0.0001,0.0009040341579167664,diverged,6.130412267444592e+307,nan,nan,True,2734,20000,0.4,39,0.3572640611887864,False,0.19760720804333687
4C_stability,1.3,0.3,0.0001,4,200,0.0001,0.0006569920318694187,diverged,5.745148820912686e+307,nan,nan,True,5225,20000,0.4,73,0.6687250376097796,False,0.2884530001319945
4C_stability,1.3,0.3,0.001,0,200,0.0001,0.0005420935358338393,diverged,6.784030319413481e+307,nan,nan,True,17476,20000,0.4,280,2.5649727469964154,False,0.7271886251401156
4C_stability,1.3,0.3,0.001,1,200,1e-08,0.001987825537091205,diverged,2.2212479233054676e+224,nan,nan,False,20000,20000,0.4,309,2.830630638649615,False,0.8224749588407576
4C_stability,1.3,0.3,0.001,2,200,1e-08,0.0029248593130705262,diverged,6.505239708218123e+307,nan,nan,True,6887,20000,0.4,236,2.1619056010398356,False,0.34814591612666845
4C_stability,1.3,0.3,0.001,3,200,0.0001,0.0009217187939792662,diverged,5.421137802284881e+307,nan,nan,True,2782,20000,0.4,39,0.3572640611887864,False,0.20043487497605383
4C_stability,1.3,0.3,0.001,4,200,1e-08,0.0006732887080972041,diverged,5.536549713501469e+307,nan,nan,True,3415,20000,0.4,64,0.5862794850277521,False,0.22239804198034108
4C_stability,1.3,0.3,0.01,0,200,1e-08,0.0013793249955716136,attractor,0.9832902518181132,0.4875107162955536,-0.0007666348839169223,False,20000,20000,0.4,198,1.8138021568046079,False,0.8213094589300454
