experiment,condition_id,replicate,diagnostic,key,value
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,memory_capacity,mc_total_raw,266.40367498392817
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,memory_capacity,mc_threshold,0.03228009769334621
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,memory_capacity,mc_effective_delay,152.94958713182152
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,memory_capacity,mc_ratio,1.3320183749196408
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,memory_capacity,n_delays,400.0
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,ipc_total,600.9878569344787
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,ipc_total_raw,600.9878569344787
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,ipc_linear,59.989879620135255
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,ipc_nonlinear,540.9979773143434
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,n_targets,601.0
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,n_targets_kept,601.0
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,saturation_ratio,3.0049392846723935
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,ipc_threshold_degree1,0.03223341052317349
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,ipc_threshold_degree2,0.47239068854467586
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,ipc_threshold_degree3,0.038194244131104865
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.0001,4,ipc,ipc_threshold_degree4,0.31258692889261064
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,memory_capacity,mc_total,238.08818783516443
4D_freerun_capacity,leak_rate=0.1|n_units=200|rho=0.7|state_noise=0.001,0,memory_capacity,mc_total_raw,238.08818783516443
