task,method,n,nrmse_mean,nrmse_std,sign_accuracy_mean
mackey_glass,linear,5,0.1454004676853024,0.00017486975750205866,1.0
mackey_glass,delay_line,5,0.0005283432142966247,6.563608577635115e-06,1.0
mackey_glass,esn,5,0.0007106319546950097,9.119750697440353e-05,1.0
delay_parity,linear,5,1.0003824051142896,0.0002699137525051982,0.5002930402930403
delay_parity,delay_line,5,1.0006598918135918,0.0006732717648288831,0.5221978021978022
delay_parity,esn,5,0.08942022723627752,0.016632332364506945,1.0
