experiment,replicate,seed_reservoir,seed_drive,seed_probe,rho,leak_rate,input_scale,sigma_u,input_amplitude,input_drive_std,n_units,density,n_steps,washout,window,n_pairs,d_initial,d_tail,converged,decay_rate_per_step,lyapunov_per_step,lyapunov_per_time,tau_1e,tau_censored,tau_integrated,wall_time_s
2C_esp_map,0,0,1,3,1.1,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.3727349848741766,7.428262388457058e-17,1,-0.4264500428374899,-0.46883505801045117,-0.46883505801045117,0.6391641243775743,0.6391641243775743,1.0110199638565067,0.33501941710710526
2C_esp_map,0,0,1,3,1.2,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.6509192081967499,0.7351707544360406,0,8.281130534226746e-06,-0.0005578672443587939,-0.0005578672443587939,0.34360501305459507,0.34360501305459507,1.0,0.3331804999615997
2C_esp_map,0,0,1,3,1.2,1.0,1.0,0.05,0.08660254037844387,0.05032738437221543,200,0.1,3000,200,200,10,0.65073879358828,0.6940948633402906,0,8.896032555841396e-06,-0.006857195906927108,-0.006857195906927108,0.6327379220968116,0.6327379220968116,1.2938812212977568,0.3360190000385046
2C_esp_map,0,0,1,3,1.2,1.0,1.0,0.1,0.17320508075688773,0.10065476874443086,200,0.1,3000,200,200,10,0.6497960194455503,0.6414286544034449,0,1.187022908137904e-05,-0.019229092186687335,-0.019229092186687335,0.7652628795240101,0.7652628795240101,1.2922876496208673,0.336316250031814
2C_esp_map,0,0,1,3,1.2,1.0,1.0,0.2,0.34641016151377546,0.2013095374888617,200,0.1,3000,200,200,10,0.6456099250465241,2.4352206036915425e-16,1,-0.012589044172824198,-0.02303345986952205,-0.02303345986952205,0.951524027316417,0.951524027316417,1.5778236974953743,0.33397191693075
2C_esp_map,0,0,1,3,1.2,1.0,1.0,0.5,0.8660254037844386,0.5032738437221543,200,0.1,3000,200,200,10,0.6159708143429312,1.6296474922646614e-16,1,-0.061609771592931274,-0.07109610161680713,-0.07109610161680713,0.7341280551986274,0.7341280551986274,1.2007277617339833,0.3325144578702748
2C_esp_map,0,0,1,3,1.2,1.0,1.0,1.0,1.7320508075688772,1.0065476874443087,200,0.1,3000,200,200,10,0.5336521813098856,1.2129574376692368e-16,1,-0.19670954835209914,-0.198360959802919,-0.198360959802919,0.6738531463047941,0.6738531463047941,1.0619312793968319,0.33520229114219546
2C_esp_map,0,0,1,3,1.2,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.40261751017237163,8.764457532094322e-17,1,-0.36312907719562454,-0.3965637568413644,-0.3965637568413644,0.6422445385919787,0.6422445385919787,1.015763434572159,0.3385034170933068
2C_esp_map,0,0,1,3,1.3,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.6834809781637562,0.8928648761938021,0,1.088446464862282e-05,-0.00015083673742709178,-0.00015083673742709178,0.48370784244147763,0.48370784244147763,1.0,0.33642225014045835
2C_esp_map,0,0,1,3,1.3,1.0,1.0,0.05,0.08660254037844387,0.05032738437221543,200,0.1,3000,200,200,10,0.6833741700218041,0.8048364825627884,0,2.3477346074104055e-06,-0.0010432524143302478,-0.0010432524143302478,0.5008513815156647,0.5008513815156647,0.9999999999999997,0.33571583312004805
2C_esp_map,0,0,1,3,1.3,1.0,1.0,0.1,0.17320508075688773,0.10065476874443086,200,0.1,3000,200,200,10,0.6825417725581789,0.7929250539439405,0,-3.5290413980941537e-06,-0.004301655522556885,-0.004301655522556885,0.6396195823600636,0.6396195823600636,1.2277595662751428,0.3449636669829488
2C_esp_map,0,0,1,3,1.3,1.0,1.0,0.2,0.34641016151377546,0.2013095374888617,200,0.1,3000,200,200,10,0.6786770074740804,0.0002874197471527743,1,-0.0013935163906290604,-0.008925614128797346,-0.008925614128797346,0.7944235812673094,0.7944235812673094,1.3148631476958998,0.3330800000112504
2C_esp_map,0,0,1,3,1.3,1.0,1.0,0.5,0.8660254037844386,0.5032738437221543,200,0.1,3000,200,200,10,0.6504774680892169,2.3610546583736277e-16,1,-0.04761690479441334,-0.04877831648448089,-0.04877831648448089,0.7476319255351417,0.7476319255351417,1.2450540425603633,0.33275804203003645
2C_esp_map,0,0,1,3,1.3,1.0,1.0,1.0,1.7320508075688772,1.0065476874443087,200,0.1,3000,200,200,10,0.5691946107017205,1.5231460819360498e-16,1,-0.13247457442596497,-0.14777350871654993,-0.14777350871654993,0.6819707278140014,0.6819707278140014,1.0816208726173908,0.33342466596513987
2C_esp_map,0,0,1,3,1.3,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.4316494800877958,1.0117697084289553e-16,1,-0.3187944557624391,-0.3332758473789322,-0.3332758473789322,0.6455028290717291,0.6455028290717291,1.020731543907276,0.33369654207490385
2C_esp_map,0,0,1,3,1.4,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.7135066326244784,0.9056277326073875,0,2.3580692815315623e-05,0.018241029367703106,0.018241029367703106,0.5942249915423369,0.5942249915423369,0.9999999999999999,0.3319599172100425
2C_esp_map,0,0,1,3,1.4,1.0,1.0,0.05,0.08660254037844387,0.05032738437221543,200,0.1,3000,200,200,10,0.7134682017342476,0.9318173679969598,0,1.4650707624710449e-05,0.016953932352459317,0.016953932352459317,0.5834051712372026,0.5834051712372026,0.9999999999999999,0.3361137919127941
2C_esp_map,0,0,1,3,1.4,1.0,1.0,0.1,0.17320508075688773,0.10065476874443086,200,0.1,3000,200,200,10,0.7127416928309891,0.8433214738354261,0,1.9090799991293708e-05,0.0105374762800622,0.0105374762800622,0.6013995096021892,0.6013995096021892,1.0,0.3351326249539852
2C_esp_map,0,0,1,3,1.4,1.0,1.0,0.2,0.34641016151377546,0.2013095374888617,200,0.1,3000,200,200,10,0.7091930168240717,0.759066764150796,0,7.198796027162868e-05,0.004821669595108291,0.004821669595108291,0.938185826066383,0.938185826066383,43.15827923764575,0.33335920912213624
2C_esp_map,0,0,1,3,1.4,1.0,1.0,0.5,0.8660254037844386,0.5032738437221543,200,0.1,3000,200,200,10,0.6824938472412134,4.418194541251886e-16,1,-0.0267146967182897,-0.02337046787580955,-0.02337046787580955,0.7527996325889017,0.7527996325889017,1.2709919672797012,0.33437187504023314
2C_esp_map,0,0,1,3,1.4,1.0,1.0,1.0,1.7320508075688772,1.0065476874443087,200,0.1,3000,200,200,10,0.6029194471222526,1.8618036375103243e-16,1,-0.09178874619617966,-0.10365274352707438,-0.10365274352707438,0.6897596517538996,0.6897596517538996,1.101595854845955,0.3340680419933051
2C_esp_map,0,0,1,3,1.4,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.4598401340549873,1.145132942690152e-16,1,-0.25886605685330355,-0.2754005587015456,-0.2754005587015456,0.6489464214512123,0.6489464214512123,1.0259279688838219,0.34588316618464887
2C_esp_map,0,0,1,3,1.5,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.7412191652863538,0.9442118702994546,0,2.204090624432048e-05,0.03012383661164452,0.03012383661164452,0.6057791401756835,0.6057791401756835,1.0,0.33581483317539096
2C_esp_map,0,0,1,3,1.5,1.0,1.0,0.05,0.08660254037844387,0.05032738437221543,200,0.1,3000,200,200,10,0.7412436234023895,0.939437465669217,0,-3.7353974717877564e-06,0.02899457148226372,0.02899457148226372,0.6280406799551476,0.6280406799551476,1.0,0.33653729199431837
2C_esp_map,0,0,1,3,1.5,1.0,1.0,0.1,0.17320508075688773,0.10065476874443086,200,0.1,3000,200,200,10,0.7406171933746986,0.8892863145948597,0,8.0402371991767e-06,0.028996940703655227,0.028996940703655227,0.6661728970513707,0.6661728970513707,1.1981155879216105,0.33248341688886285
2C_esp_map,0,0,1,3,1.5,1.0,1.0,0.2,0.34641016151377546,0.2013095374888617,200,0.1,3000,200,200,10,0.7373733932342191,0.8130137258847516,0,-1.0740431022532023e-05,0.026443116519379316,0.026443116519379316,0.711129411785506,0.711129411785506,1.2181335349683666,0.337030041962862
2C_esp_map,0,0,1,3,1.5,1.0,1.0,0.5,0.8660254037844386,0.5032738437221543,200,0.1,3000,200,200,10,0.712184867184441,0.07803503591596474,0,-0.00012094707708155589,-0.0012607518633930366,-0.0012607518633930366,0.7520941970818107,0.7520941970818107,1.2807068631425167,0.3344729158561677
2C_esp_map,0,0,1,3,1.5,1.0,1.0,1.0,1.7320508075688772,1.0065476874443087,200,0.1,3000,200,200,10,0.6347941054323116,2.445832596588029e-16,1,-0.06890006160890508,-0.06380355423221894,-0.06380355423221894,0.6961963775000513,0.6961963775000513,1.1189961581155392,0.3361897498834878
2C_esp_map,0,0,1,3,1.5,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.4872107168949772,1.345519140644401e-16,1,-0.1902749916106214,-0.22079254536579557,-0.22079254536579557,0.652553548376353,0.652553548376353,1.0313123568152154,0.3387859580107033
2C_esp_map,0,0,1,3,1.6,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.7668253289683515,0.992056060732089,0,1.0605060121163537e-05,0.04685379402514923,0.04685379402514923,0.656384744379931,0.656384744379931,1.1816838915935413,0.3368228329345584
2C_esp_map,0,0,1,3,1.6,1.0,1.0,0.05,0.08660254037844387,0.05032738437221543,200,0.1,3000,200,200,10,0.7669072580554193,1.0026636409237637,0,2.922480346226643e-05,0.045111865027739555,0.045111865027739555,0.6657587775543292,0.6657587775543292,1.2062162825551326,0.33237991691567004
2C_esp_map,0,0,1,3,1.6,1.0,1.0,0.1,0.17320508075688773,0.10065476874443086,200,0.1,3000,200,200,10,0.7661975436231204,0.9839465856096268,0,0.00018962223814795017,0.045072723422227255,0.045072723422227255,0.8628630860112212,0.8628630860112212,47.097533759784625,0.3442129581235349
2C_esp_map,0,0,1,3,1.6,1.0,1.0,0.2,0.34641016151377546,0.2013095374888617,200,0.1,3000,200,200,10,0.762935038680335,0.9301182585121026,0,6.171038372092017e-05,0.04496288734477397,0.04496288734477397,0.8529107892658304,0.8529107892658304,30.77550990524789,0.3330081249587238
2C_esp_map,0,0,1,3,1.6,1.0,1.0,0.5,0.8660254037844386,0.5032738437221543,200,0.1,3000,200,200,10,0.7397198450292635,0.47069270103837035,0,0.00010037231846207515,0.02148529035915762,0.02148529035915762,0.7634129105703767,0.7634129105703767,1.3024677411020236,0.3364365410525352
2C_esp_map,0,0,1,3,1.6,1.0,1.0,1.0,1.7320508075688772,1.0065476874443087,200,0.1,3000,200,200,10,0.6648200490846347,3.8849919402158267e-16,1,-0.03337623706736926,-0.03356946957137131,-0.03356946957137131,0.7003416766564337,0.7003416766564337,1.1323205434227297,0.3371710830833763
2C_esp_map,0,0,1,3,1.6,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.5137910556945906,1.6457630052509168e-16,1,-0.14468163150944274,-0.17483244689558242,-0.17483244689558242,0.6562840469689485,0.6562840469689485,1.0368186431652422,0.33425183291547
2C_esp_map,0,0,1,3,1.7,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.7902706232345227,0.9574103785195746,0,4.7922182922015066e-05,0.06384690420512694,0.06384690420512694,0.7005200570403195,0.7005200570403195,1.2360803213577212,0.33336116606369615
2C_esp_map,0,0,1,3,1.7,1.0,1.0,0.05,0.08660254037844387,0.05032738437221543,200,0.1,3000,200,200,10,0.7900912276507784,1.0202624016605917,0,0.00012149945306281595,0.0618364296673217,0.0618364296673217,0.8658644076803501,0.8658644076803501,42.69664830637606,0.33477116702124476
2C_esp_map,0,0,1,3,1.7,1.0,1.0,0.1,0.17320508075688773,0.10065476874443086,200,0.1,3000,200,200,10,0.78932105412945,1.0008850186281477,0,8.719090687752664e-05,0.061961811983397695,0.061961811983397695,0.7175832719306144,0.7175832719306144,1.2881617835508175,0.3336023329757154
2C_esp_map,0,0,1,3,1.7,1.0,1.0,0.2,0.34641016151377546,0.2013095374888617,200,0.1,3000,200,200,10,0.7860701011044707,0.8647020834099837,0,-2.8464312891848695e-05,0.061175021427934226,0.061175021427934226,0.7723604171594055,0.7723604171594055,1.3240035536082733,0.3342823749408126
2C_esp_map,0,0,1,3,1.7,1.0,1.0,0.5,0.8660254037844386,0.5032738437221543,200,0.1,3000,200,200,10,0.7643776572205245,0.6691446704159782,0,2.053607040787064e-05,0.04184371047296756,0.04184371047296756,0.7693245025804746,0.7693245025804746,1.2979655683393085,0.3370395840611309
2C_esp_map,0,0,1,3,1.7,1.0,1.0,1.0,1.7320508075688772,1.0065476874443087,200,0.1,3000,200,200,10,0.6930317453659156,2.602405575546012e-06,1,-0.003892882412811117,-0.003988199437558616,-0.003988199437558616,0.7053941424379848,0.7053941424379848,1.1470535813237557,0.3374713328666985
2C_esp_map,0,0,1,3,1.7,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.5396156439694603,1.9805311837481777e-16,1,-0.11044955735132106,-0.13208258604403939,-0.13208258604403939,0.6599813961640617,0.6599813961640617,1.0422145798312448,0.3355439999140799
2C_esp_map,0,0,1,3,1.8,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.8118280669402367,1.0488632738503616,0,9.427684728182465e-05,0.0823938689487608,0.0823938689487608,0.7876460253455035,0.7876460253455035,29.89161467920011,0.33336266689002514
2C_esp_map,0,0,1,3,1.8,1.0,1.0,0.05,0.08660254037844387,0.05032738437221543,200,0.1,3000,200,200,10,0.8115565328734027,1.0214110047627987,0,9.146669773493496e-06,0.0817948933358902,0.0817948933358902,0.6688465998411768,0.6688465998411768,1.184719358566372,0.33546833298169076
2C_esp_map,0,0,1,3,1.8,1.0,1.0,0.1,0.17320508075688773,0.10065476874443086,200,0.1,3000,200,200,10,0.8107281424967403,1.048938015694062,0,2.653754898284427e-05,0.07928175401774938,0.07928175401774938,0.6771794928579801,0.6771794928579801,1.1707427252072757,0.33478062506765127
2C_esp_map,0,0,1,3,1.8,1.0,1.0,0.2,0.34641016151377546,0.2013095374888617,200,0.1,3000,200,200,10,0.8074670451224457,0.9213977771064822,0,-3.569264109333056e-05,0.0775865477810182,0.0775865477810182,0.7919629050118508,0.7919629050118508,23.69610286808797,0.34127820818684995
2C_esp_map,0,0,1,3,1.8,1.0,1.0,0.5,0.8660254037844386,0.5032738437221543,200,0.1,3000,200,200,10,0.7865540385557347,0.7288009588147348,0,-4.801887897520312e-06,0.06866836775848988,0.06866836775848988,0.7230792117182583,0.7230792117182583,1.2173671720112162,0.33498275000602007
2C_esp_map,0,0,1,3,1.8,1.0,1.0,1.0,1.7320508075688772,1.0065476874443087,200,0.1,3000,200,200,10,0.7194919139525197,0.36981785029637504,0,-2.3551037502223356e-07,0.022776628179799054,0.022776628179799054,0.6992592677687416,0.6992592677687416,1.1380641692935842,0.3353577919770032
2C_esp_map,0,0,1,3,1.8,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.5647189641763444,2.6877196451252515e-16,1,-0.07626654946727693,-0.09296343294204656,-0.09296343294204656,0.6632853692057242,0.6632853692057242,1.0481180711519045,0.3317250828258693
2C_esp_map,0,0,1,3,1.9,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.8318492771855777,1.0374938925393378,0,1.4106647358811049e-05,0.09803207441490938,0.09803207441490938,0.7953837096427743,0.7953837096427743,31.875594200849726,0.33433012501336634
2C_esp_map,0,0,1,3,1.9,1.0,1.0,0.05,0.08660254037844387,0.05032738437221543,200,0.1,3000,200,200,10,0.8314818540324841,1.0586217640175157,0,-5.967509779255017e-06,0.09953222529572132,0.09953222529572132,0.7781486674249306,0.7781486674249306,22.023223952150857,0.33446970907971263
2C_esp_map,0,0,1,3,1.9,1.0,1.0,0.1,0.17320508075688773,0.10065476874443086,200,0.1,3000,200,200,10,0.8305896965895604,1.0638300772262752,0,3.145007386172941e-05,0.09866515882580364,0.09866515882580364,0.7457864214955675,0.7457864214955675,1.3511785683161446,0.33695004088804126
2C_esp_map,0,0,1,3,1.9,1.0,1.0,0.2,0.34641016151377546,0.2013095374888617,200,0.1,3000,200,200,10,0.8273010798911378,1.0278988934603546,0,-1.1033164529885214e-06,0.0959510941286851,0.0959510941286851,0.7747609053532769,0.7747609053532769,25.53393555049945,0.334900249959901
2C_esp_map,0,0,1,3,1.9,1.0,1.0,0.5,0.8660254037844386,0.5032738437221543,200,0.1,3000,200,200,10,0.807067773482797,0.7930383823699743,0,1.4554167558016437e-05,0.08454421761328594,0.08454421761328594,0.7460255462173144,0.7460255462173144,1.2657681462181223,0.33372745802626014
2C_esp_map,0,0,1,3,1.9,1.0,1.0,1.0,1.7320508075688772,1.0065476874443087,200,0.1,3000,200,200,10,0.7442846480057032,0.515978896113175,0,8.03083326987686e-07,0.04468373068107862,0.04468373068107862,0.7093595863815744,0.7093595863815744,1.1649790709103642,0.3334179581142962
2C_esp_map,0,0,1,3,1.9,1.0,1.0,2.0,3.4641016151377544,2.0130953748886173,200,0.1,3000,200,200,10,0.5891297666791313,3.6174053268248003e-16,1,-0.05848487797661711,-0.05733514051919337,-0.05733514051919337,0.6658216425238231,0.6658216425238231,1.054156561480389,0.3429140830412507
2C_esp_map,1,0,1,3,0.4,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.2626918178299041,0.0,1,-0.9664624921786558,-0.9170459244341554,-0.9170459244341554,0.7231246269365071,0.7231246269365071,1.1258483872876492,0.33468254189938307
2C_esp_map,1,0,1,3,0.4,1.0,1.0,0.05,0.08660254037844387,0.050157192366781865,200,0.1,3000,200,200,10,0.26284013520646643,1.6158264880585372e-18,1,-0.9420925445685954,-0.9180847967913152,-0.9180847967913152,0.6225503781345355,0.6225503781345355,1.0,0.33354095881804824
2C_esp_map,1,0,1,3,0.4,1.0,1.0,0.1,0.17320508075688773,0.10031438473356373,200,0.1,3000,200,200,10,0.26295622181296285,3.2024915825038606e-18,1,-0.9599248929844905,-0.9211794194426286,-0.9211794194426286,0.6225607483982879,0.6225607483982879,1.0000000000000002,0.3330579169560224
2C_esp_map,1,0,1,3,0.4,1.0,1.0,0.2,0.34641016151377546,0.20062876946712746,200,0.1,3000,200,200,10,0.2630911836221217,6.489561448921263e-18,1,-0.9672480145744793,-0.9332990459541529,-0.9332990459541529,0.6225904302279811,0.6225904302279811,1.0,0.3346949170809239
2C_esp_map,1,0,1,3,0.4,1.0,1.0,0.5,0.8660254037844386,0.5015719236678187,200,0.1,3000,200,200,10,0.26271511601338776,0.0,1,-1.0274877495155945,-1.0073791721168754,-1.0073791721168754,0.6225919957011886,0.6225919957011886,1.0,0.33469508378766477
2C_esp_map,1,0,1,3,0.4,1.0,1.0,1.0,1.7320508075688772,1.0031438473356373,200,0.1,3000,200,200,10,0.25954057124204216,0.0,1,-1.1391693712799025,-1.1588436593525389,-1.1588436593525389,0.6225037878797259,0.6225037878797259,1.0,0.3355655421037227
2C_esp_map,1,0,1,3,0.4,1.0,1.0,2.0,3.4641016151377544,2.0062876946712747,200,0.1,3000,200,200,10,0.24275915592121508,0.0,1,-1.3576492642160656,-1.4055357381972962,-1.4055357381972962,0.6218934196075366,0.6218934196075366,1.0,0.33347483398392797
2C_esp_map,1,0,1,3,0.5,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.3210026755846333,0.0,1,-0.7318317694439828,-0.6939023731199442,-0.6939023731199442,0.7530189461342028,0.7530189461342028,1.160551587614502,0.33363829087466
2C_esp_map,1,0,1,3,0.5,1.0,1.0,0.05,0.08660254037844387,0.050157192366781865,200,0.1,3000,200,200,10,0.32121643837313907,2.763758713512973e-18,1,-0.7219950491929005,-0.6950473509495024,-0.6950473509495024,0.6217854226767562,0.6217854226767562,1.0000000000000002,0.33387045795097947
2C_esp_map,1,0,1,3,0.5,1.0,1.0,0.1,0.17320508075688773,0.10031438473356373,200,0.1,3000,200,200,10,0.32139449456386393,5.3840992647799774e-18,1,-0.729649284275462,-0.6984500624395501,-0.6984500624395501,0.6218484314220711,0.6218484314220711,1.0,0.33626158395782113
2C_esp_map,1,0,1,3,0.5,1.0,1.0,0.2,0.34641016151377546,0.20062876946712746,200,0.1,3000,200,200,10,0.3216427712338073,1.0625763075701923e-17,1,-0.7385173084256562,-0.7117489147535775,-0.7117489147535775,0.6220567074317015,0.6220567074317015,1.0,0.3466745000332594
2C_esp_map,1,0,1,3,0.5,1.0,1.0,0.5,0.8660254037844386,0.5015719236678187,200,0.1,3000,200,200,10,0.32151783784016275,2.1355994359509407e-17,1,-0.7941177655960558,-0.7907206799093781,-0.7907206799093781,0.6226458844726049,0.6226458844726049,1.0,0.3334290408529341
2C_esp_map,1,0,1,3,0.5,1.0,1.0,1.0,1.7320508075688772,1.0031438473356373,200,0.1,3000,200,200,10,0.3184379961035362,0.0,1,-0.9384926028727406,-0.9452049707703309,-0.9452049707703309,0.6230177402558963,0.6230177402558963,1.0,0.3334045419469476
2C_esp_map,1,0,1,3,0.5,1.0,1.0,2.0,3.4641016151377544,2.0062876946712747,200,0.1,3000,200,200,10,0.29884989037526477,0.0,1,-1.153053082739564,-1.1960466677001096,-1.1960466677001096,0.6226352184986935,0.6226352184986935,1.0,0.33558904100209475
2C_esp_map,1,0,1,3,0.6,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.37537220110330277,0.0,1,-0.5449875577736409,-0.5115808163259898,-0.5115808163259898,0.7830622360388616,0.7830622360388616,1.192758212902512,0.3347239170689136
2C_esp_map,1,0,1,3,0.6,1.0,1.0,0.05,0.08660254037844387,0.050157192366781865,200,0.1,3000,200,200,10,0.3756497424666186,4.0390562483925e-18,1,-0.5322743333365362,-0.5128882535143753,-0.5128882535143753,0.6200709985043633,0.6200709985043633,1.0,0.3348602498881519
2C_esp_map,1,0,1,3,0.6,1.0,1.0,0.1,0.17320508075688773,0.10031438473356373,200,0.1,3000,200,200,10,0.3758898615477241,8.165643871286141e-18,1,-0.5280917889272537,-0.5167612110203544,-0.5167612110203544,0.6202359857278941,0.6202359857278941,0.9999999999999999,0.33542266697622836
2C_esp_map,1,0,1,3,0.6,1.0,1.0,0.2,0.34641016151377546,0.20062876946712746,200,0.1,3000,200,200,10,0.37625698280863,1.5291345522712063e-17,1,-0.547340057339743,-0.5316143305365638,-0.5316143305365638,0.6207878213020073,0.6207878213020073,1.0,0.33255304186604917
2C_esp_map,1,0,1,3,0.6,1.0,1.0,0.5,0.8660254037844386,0.5015719236678187,200,0.1,3000,200,200,10,0.3764432502056615,2.960080628607549e-17,1,-0.6148598381867943,-0.6164674488648693,-0.6164674488648693,0.6224715818049074,0.6224715818049074,0.9999999999999997,0.33209108281880617
2C_esp_map,1,0,1,3,0.6,1.0,1.0,1.0,1.7320508075688772,1.0031438473356373,200,0.1,3000,200,200,10,0.37370248223747343,3.4101740151071975e-17,1,-0.7784021750681559,-0.778665791664332,-0.778665791664332,0.6234682158691862,0.6234682158691862,0.9999999999999999,0.33337608305737376
2C_esp_map,1,0,1,3,0.6,1.0,1.0,2.0,3.4641016151377544,2.0062876946712747,200,0.1,3000,200,200,10,0.35228481622310354,0.0,1,-0.9840594154433648,-1.0262171251940975,-1.0262171251940975,0.623261351099844,0.623261351099844,1.0,0.3328160000964999
2C_esp_map,1,0,1,3,0.7,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.42571101345489454,0.0,1,-0.3798748498202048,-0.3574301364987316,-0.3574301364987316,0.8126312287331882,0.8126312287331882,1.2221311014419363,0.3314040000550449
2C_esp_map,1,0,1,3,0.7,1.0,1.0,0.05,0.08660254037844387,0.050157192366781865,200,0.1,3000,200,200,10,0.4260462693270454,5.786114409879598e-18,1,-0.36438781950843735,-0.3589975117298101,-0.3589975117298101,0.6176169341877333,0.6176169341877333,1.0000000000000002,0.3352796249091625
2C_esp_map,1,0,1,3,0.7,1.0,1.0,0.1,0.17320508075688773,0.10031438473356373,200,0.1,3000,200,200,10,0.42634377972098286,1.1409489836826827e-17,1,-0.3845476130269412,-0.36361942686713744,-0.36361942686713744,0.6179306493116166,0.6179306493116166,1.0,0.33697354211471975
2C_esp_map,1,0,1,3,0.7,1.0,1.0,0.2,0.34641016151377546,0.20062876946712746,200,0.1,3000,200,200,10,0.4268246484756693,2.1502350419257634e-17,1,-0.3938871802208881,-0.38100700594228676,-0.38100700594228676,0.6189674445418715,0.6189674445418715,1.0,0.33844108297489583
2C_esp_map,1,0,1,3,0.7,1.0,1.0,0.5,0.8660254037844386,0.5015719236678187,200,0.1,3000,200,200,10,0.4273418670495547,3.9992418853063956e-17,1,-0.48123426138960507,-0.47349912756738355,-0.47349912756738355,0.6220923246134596,0.6220923246134596,1.0,0.3359869159758091
2C_esp_map,1,0,1,3,0.7,1.0,1.0,1.0,1.7320508075688772,1.0031438473356373,200,0.1,3000,200,200,10,0.42509453011135506,4.4808274963112375e-17,1,-0.6296925060861435,-0.6382209676958419,-0.6382209676958419,0.6238388545552941,0.6238388545552941,1.0000000000000002,0.3352421671152115
2C_esp_map,1,0,1,3,0.7,1.0,1.0,2.0,3.4641016151377544,2.0062876946712747,200,0.1,3000,200,200,10,0.40284467918759864,0.0,1,-0.8638243897928679,-0.8809605910883406,-0.8809605910883406,0.6236978467937848,0.6236978467937848,0.9999999999999997,0.33721362496726215
2C_esp_map,1,0,1,3,0.8,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.4720894196225172,0.0,1,-0.23487056546062812,-0.22389874387420816,-0.22389874387420816,0.8414255051021902,0.8414255051021902,1.2487504181944322,0.33618070906959474
2C_esp_map,1,0,1,3,0.8,1.0,1.0,0.05,0.08660254037844387,0.050157192366781865,200,0.1,3000,200,200,10,0.47247380952758444,8.962511140688681e-18,1,-0.23109858895043925,-0.22592931320921134,-0.22592931320921134,0.6144511446948859,0.6144511446948859,0.9999999999999999,0.33782700006850064
2C_esp_map,1,0,1,3,0.8,1.0,1.0,0.1,0.17320508075688773,0.10031438473356373,200,0.1,3000,200,200,10,0.4728211456391767,1.7500782946659098e-17,1,-0.23857980211473112,-0.23185357690357403,-0.23185357690357403,0.6149952285744505,0.6149952285744505,1.0,0.33467300003394485
2C_esp_map,1,0,1,3,0.8,1.0,1.0,0.2,0.34641016151377546,0.20062876946712746,200,0.1,3000,200,200,10,0.47340373328330587,3.171927210222535e-17,1,-0.2522277281677413,-0.2529659241895091,-0.2529659241895091,0.6167345416097019,0.6167345416097019,1.0,0.3436074999626726
2C_esp_map,1,0,1,3,0.8,1.0,1.0,0.5,0.8660254037844386,0.5015719236678187,200,0.1,3000,200,200,10,0.47424167572599885,5.3498074397324427e-17,1,-0.3474333373229346,-0.3549870790561418,-0.3549870790561418,0.6215790341368205,0.6215790341368205,1.0,0.3338964160066098
2C_esp_map,1,0,1,3,0.8,1.0,1.0,1.0,1.7320508075688772,1.0031438473356373,200,0.1,3000,200,200,10,0.47256349968260636,5.578801587834972e-17,1,-0.53671731243224,-0.5239035369891251,-0.5239035369891251,0.6240786392802412,0.6240786392802412,0.9999999999999999,0.3342650418635458
2C_esp_map,1,0,1,3,0.8,1.0,1.0,2.0,3.4641016151377544,2.0062876946712747,200,0.1,3000,200,200,10,0.4504128019406644,4.1685372242196436e-17,1,-0.7277356657576739,-0.7574909952235197,-0.7574909952235197,0.6239427218661834,0.6239427218661834,1.0,0.33536608307622373
2C_esp_map,1,0,1,3,0.9,1.0,1.0,0.0,0.0,0.0,200,0.1,3000,200,200,10,0.5146842728169073,3.657618388309969e-134,1,-0.10625437172516178,-0.10611570821782475,-0.10611570821782475,0.8695756224777262,0.8695756224777262,1.2730700556813928,0.3349151669535786
