experiment,sweep_axis,level,topology_kind,graph,replicate,n_units,n_steps,rho,leak_rate,sigma_u,state_noise,nominal_density,realized_density,in_degree_max,in_degree_std,gain_max,gain_std,mc_total,mc_effective_delay,ipc_total,ipc_linear,ipc_nonlinear,wall_time_s
3T_topology_ladder,rho,control_symmetric,control,6,1,50,20000,0.8,1.0,0.2,0.0,0.07760000000000011,0.0716,8.0,1.9400000000000002,1.0313707254540667,0.2493514457228854,13.270147637783449,7.9178178860780415,32.49245570061091,13.249086458409602,19.24336924220131,0.7072061249054968
3T_topology_ladder,rho,control_symmetric,control,6,2,50,20000,0.8,1.0,0.2,0.0,0.07760000000000011,0.0716,8.0,1.9400000000000002,1.1216782850692237,0.27725091016483916,12.475308308158017,8.341292053267194,32.4650409815162,12.403872984607036,20.06116799690917,0.7025952921248972
3T_topology_ladder,rho,control_symmetric,control,7,0,50,20000,0.8,1.0,0.2,0.0,0.07760000000000011,0.0864,9.0,1.9124852940611072,1.1086817846824821,0.23955122327977774,11.598105559579873,7.477905027185669,32.53488036036366,11.550548009951921,20.984332350411737,0.7299242080189288
3T_topology_ladder,rho,control_symmetric,control,7,1,50,20000,0.8,1.0,0.2,0.0,0.07760000000000011,0.0864,9.0,1.9124852940611072,1.0038953878320438,0.19436730874697336,13.129600085372141,7.445166856469002,34.585501462887045,13.119090795349155,21.46641066753789,0.7175157079473138
3T_topology_ladder,rho,control_symmetric,control,7,2,50,20000,0.8,1.0,0.2,0.0,0.07760000000000011,0.0864,9.0,1.9124852940611072,1.026535128163097,0.209546657816051,13.208298491317132,8.15328079351902,33.19910120019611,13.164726852166227,20.034374348029885,0.7209869590587914
3T_topology_ladder,rho,control_no_self,control,0,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.072,10.0,2.1908902300206647,1.3233075966755727,0.32482866176470154,11.415404399064021,6.502899179933246,33.501724259706755,11.410127018357926,22.09159724134883,0.7011667089536786
3T_topology_ladder,rho,control_no_self,control,0,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.072,10.0,2.1908902300206647,1.3649364842776242,0.3049422179526319,12.262344460377642,7.105220194880102,33.647258461157165,12.249749887189495,21.39750857396767,0.6931732501834631
3T_topology_ladder,rho,control_no_self,control,0,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.072,10.0,2.1908902300206647,1.5669355323612748,0.33535094839547386,12.346928666782663,8.02588438913739,33.62340272451365,12.26507703726695,21.358325687246705,0.7055764580145478
3T_topology_ladder,rho,control_no_self,control,1,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.074,8.0,1.9416487838947598,1.326394353823072,0.28901235992536606,11.685594576967992,6.955082991205189,32.79231647555039,11.661307633476422,21.13100884207397,0.706319458084181
3T_topology_ladder,rho,control_no_self,control,1,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.074,8.0,1.9416487838947598,1.2464727595278922,0.30195950666492527,12.398097781608513,7.199838920872938,33.75072339113257,12.38011164102565,21.370611750106917,0.7479452919214964
3T_topology_ladder,rho,control_no_self,control,1,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.074,8.0,1.9416487838947598,1.23294500034155,0.317703912846371,12.336987032309768,7.026285047595974,34.03197171090315,12.326402666535786,21.705569044367365,0.7318242909386754
3T_topology_ladder,rho,control_no_self,control,2,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0724,8.0,1.6720047846821493,1.1883704082289082,0.2906323245514606,12.841671743932585,7.667673017026175,34.13106504688028,12.811209508444538,21.319855538435743,0.7063333329278976
3T_topology_ladder,rho,control_no_self,control,2,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0724,8.0,1.6720047846821493,1.4696956203855234,0.30417261491496606,13.943851466685777,7.9399722196491895,34.29750959344831,13.94464436202032,20.35286523142799,0.7316771249752492
3T_topology_ladder,rho,control_no_self,control,2,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0724,8.0,1.6720047846821493,1.011945108685903,0.2388045175042467,11.84500574184418,7.5410428199773385,33.759157033679735,11.785742121283787,21.973414912395945,0.7021642089821398
3T_topology_ladder,rho,control_no_self,control,3,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8216476058777118,1.3170313898455663,0.2791920093804184,12.61140901654421,7.037275107982334,33.7849259293021,12.610880217480116,21.174045711821982,0.6880734579171985
3T_topology_ladder,rho,control_no_self,control,3,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8216476058777118,1.7067372330012698,0.34718410599531857,13.696195106098521,7.893414272256331,34.15741456274283,13.683535109597365,20.473879453145464,0.7265570829622447
3T_topology_ladder,rho,control_no_self,control,3,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8216476058777118,1.2763167003102587,0.2727590975411226,13.987434644597993,8.717480721842106,34.63257856886886,13.930468752962016,20.702109815906844,0.6931759999133646
3T_topology_ladder,rho,control_no_self,control,4,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0664,8.0,1.7022338264762569,1.3079645501324677,0.28905024426475684,12.547056388883215,7.165742645631074,33.23911881417101,12.536852767099434,20.702266047071575,0.7408421661239117
3T_topology_ladder,rho,control_no_self,control,4,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0664,8.0,1.7022338264762569,1.4952788436145976,0.3256460962357252,12.133779389882854,6.983589136123881,32.19849000729987,12.129252570908672,20.069237436391195,0.7268697500694543
3T_topology_ladder,rho,control_no_self,control,4,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0664,8.0,1.7022338264762569,1.3871914600681057,0.31289420167969856,13.477626949410324,7.830417331204879,33.52151618122588,13.448949772084172,20.072566409141707,0.7605093750171363
3T_topology_ladder,rho,control_no_self,control,5,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0684,7.0,1.8230743265155154,1.2813066716365946,0.32897457356904775,11.958494205649094,7.153570751546674,32.461799255042834,11.933300354206192,20.52849890083664,0.765767958946526
3T_topology_ladder,rho,control_no_self,control,5,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0684,7.0,1.8230743265155154,1.4278141458417932,0.3353940692697303,13.39039680644276,7.6453006275888375,34.74906193166948,13.378422389976146,21.370639541693336,0.7146519999951124
3T_topology_ladder,rho,control_no_self,control,5,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0684,7.0,1.8230743265155154,1.3903447816403631,0.3189056363159473,13.86970355839674,8.277376648647863,33.421546282426704,13.835350049357391,19.586196233069312,0.7060635420493782
3T_topology_ladder,rho,control_no_self,control,6,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0804,9.0,2.054166497633529,1.4628512395359317,0.267214749935046,12.261535554015243,7.0798140053728975,33.44724096538974,12.246141437398396,21.201099527991342,0.707625666167587
3T_topology_ladder,rho,control_no_self,control,6,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0804,9.0,2.054166497633529,1.2754204263617257,0.314475757836547,14.830317044882763,8.547501309373748,34.671966652995444,14.806568283196748,19.865398369798697,0.7225701250135899
3T_topology_ladder,rho,control_no_self,control,6,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0804,9.0,2.054166497633529,1.1570838345059353,0.2669924943003865,13.129256651126267,9.629270760463946,33.794292882769334,12.97645393382536,20.817838948943972,0.8310408329125494
3T_topology_ladder,rho,control_no_self,control,7,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.074,7.0,1.6999999999999997,1.137536286235511,0.24928972393482604,11.989381821528642,7.032316151694498,32.68809201210772,11.976293116086506,20.71179889602121,0.7067694158758968
3T_topology_ladder,rho,control_no_self,control,7,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.074,7.0,1.6999999999999997,1.2569070860676674,0.28364760459563493,11.635311603643819,6.805809511033802,34.58089115283714,11.624047876663543,22.956843276173597,0.6939677498303354
3T_topology_ladder,rho,control_no_self,control,7,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.074,7.0,1.6999999999999997,1.1325803020293566,0.23102412614342052,12.904924095819633,7.872896241476009,32.646399585609615,12.865308247196916,19.7810913384127,0.6942035830579698
3T_topology_ladder,rho,degree_preserving,degree_preserving,0,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.185169627055291,0.2216849593527956,10.092321806419818,6.1163538708110465,29.013715170858312,10.07891232778258,18.93480284307573,0.7292023750487715
3T_topology_ladder,rho,degree_preserving,degree_preserving,0,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.241058184137274,0.23288889984392427,11.139467203356235,6.906488017193042,30.796581335429877,11.120996783390083,19.675584552039794,0.7333702500909567
3T_topology_ladder,rho,degree_preserving,degree_preserving,0,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.1123225799906669,0.2094604405231187,9.970177358318157,6.456558303351037,28.811182323183967,9.943063133958853,18.868119189225112,0.7315002088434994
3T_topology_ladder,rho,degree_preserving,degree_preserving,1,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.4757200723666035,0.24992027318726456,10.573748251930269,6.967642962487576,31.119660274905563,10.524516616221122,20.595143658684442,0.7416507080197334
3T_topology_ladder,rho,degree_preserving,degree_preserving,1,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.2068977557076794,0.24016416183187497,10.580041874405,6.217423771540667,30.995808972945248,10.569878483946619,20.42593048899863,0.7367405421100557
3T_topology_ladder,rho,degree_preserving,degree_preserving,1,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.2607606969277427,0.2698990974926374,11.394565103279469,8.734460377531779,30.71376896830482,11.269355301366272,19.444413666938548,0.7354556659702212
3T_topology_ladder,rho,degree_preserving,degree_preserving,2,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.1029189286158985,0.2405980451621296,10.416081800489971,6.706732282497479,29.40686228480649,10.377543370208837,19.029318914597653,0.7389154580887407
3T_topology_ladder,rho,degree_preserving,degree_preserving,2,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.1038806546466458,0.2372643679930535,12.74280725990502,7.672532935665337,30.082661978127955,12.722130853062971,17.360531125064984,0.7375585408881307
3T_topology_ladder,rho,degree_preserving,degree_preserving,2,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.307236708756064,0.27578162215258145,11.623434937734014,7.402304233275216,32.60198028918061,11.583883665306228,21.01809662387438,0.7401700830087066
3T_topology_ladder,rho,degree_preserving,degree_preserving,3,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.3484322189666593,0.23965189572691334,11.255539072337859,7.223335057306483,31.61092270155035,11.219686149612992,20.39123655193736,0.7356774159707129
3T_topology_ladder,rho,degree_preserving,degree_preserving,3,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,0.9553101999447902,0.21368362586491,12.701974119234261,7.3553048706504836,31.328146611830782,12.687534238920488,18.640612372910294,0.7319102501496673
3T_topology_ladder,rho,degree_preserving,degree_preserving,3,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.1009716055255938,0.22791828695530167,12.48684851242034,8.110651032891285,30.88981199501277,12.418048574196822,18.471763420815947,0.7353878750000149
3T_topology_ladder,rho,degree_preserving,degree_preserving,4,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.3533894576112087,0.28347341679013627,13.135485513779274,7.780873764438354,31.06637224114452,13.121455738759975,17.944916502384544,0.7373699578456581
3T_topology_ladder,rho,degree_preserving,degree_preserving,4,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.2588143599351769,0.23307323325981658,11.928933235023491,7.055067720512223,32.418743176625334,11.91141628970641,20.507326886918925,0.7360135419294238
3T_topology_ladder,rho,degree_preserving,degree_preserving,4,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.0236613668559258,0.24466694187721844,11.38186487325402,7.16961414470848,30.412844845928802,11.338836556368983,19.07400828955982,0.7365340830292553
3T_topology_ladder,rho,degree_preserving,degree_preserving,5,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.0943193184443505,0.21017256224148104,9.740042114067961,5.644945814427026,29.729343263141544,9.740399535704102,19.988943727437444,0.731372042093426
3T_topology_ladder,rho,degree_preserving,degree_preserving,5,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.774358783756208,0.2875750353816851,12.270723326708387,7.472597425302659,30.86495271462673,12.237351766228402,18.62760094839833,0.7303867919836193
3T_topology_ladder,rho,degree_preserving,degree_preserving,5,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.2328706800663665,0.2757091431968789,10.53073601128648,7.352640301509826,30.135938907298804,10.473060089620748,19.662878817678056,0.7352609580848366
3T_topology_ladder,rho,degree_preserving,degree_preserving,6,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.3445867466268715,0.23391933035550774,11.156083228864711,6.672920027905087,30.026165432812594,11.137843751277147,18.888321681535444,0.7365470840595663
3T_topology_ladder,rho,degree_preserving,degree_preserving,6,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.3548541760780262,0.29022890161872705,11.966187202147198,7.733670179169328,30.147673242272877,11.919337566462927,18.22833567580995,0.7494379170238972
3T_topology_ladder,rho,degree_preserving,degree_preserving,6,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.0947692519714227,0.23361162960570503,11.299982978827384,6.737776296127807,30.167810530047376,11.281495728871809,18.886314801175565,0.7423247920814902
3T_topology_ladder,rho,degree_preserving,degree_preserving,7,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.3895980098271885,0.26808921339897385,11.344689916540318,6.444173906209015,30.56802310460565,11.342109976509777,19.225913128095875,0.7452172921039164
3T_topology_ladder,rho,degree_preserving,degree_preserving,7,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.1340677637485683,0.20757521363056786,10.309563523125295,6.489572178646678,30.278972414023894,10.285790511120824,19.993181902903068,0.7368159161414951
3T_topology_ladder,rho,degree_preserving,degree_preserving,7,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.5008364617731764,0.29183382015196946,10.9207917458458,8.384562720941272,31.256730275382104,10.824561628415285,20.43216864696682,0.7395165839698166
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,0,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.4039016783101115,0.2548839843901432,10.78647266736089,6.1256850781551835,29.5937975703102,10.787709133912184,18.806088436398017,0.7306178750004619
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,0,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.6241620376494823,0.280652419177245,11.076211201858285,7.010288912767084,31.98098213667215,11.044866270188756,20.936115866483394,0.7021798749919981
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,0,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.6047975590277672,0.3165099499797559,11.769395068467713,7.9814313081830655,31.43333107502813,11.693930694904179,19.73940038012395,0.7029038751497865
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,1,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.579449215373327,0.25829472170042805,11.076942928042914,6.4892607596614,31.38601524702888,11.06207794545405,20.32393730157483,0.7063539999071509
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,1,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.503997355703311,0.26703832892818186,11.000596006789914,6.854269905870072,31.886119414715424,10.974846925330016,20.911272489385407,0.7200861249584705
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,1,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.0740401762431424,0.21436115029537162,10.39931899842409,6.358272847867533,30.808019448483048,10.385118106838842,20.422901341644206,0.7495687920600176
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,2,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.1188355076221985,0.23396448668085795,11.127093667787644,6.2319381369555,30.09139828147881,11.126745215732322,18.96465306574649,0.7091973749920726
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,2,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.2072625354875204,0.25120380075327403,12.088666888113956,6.969691242313627,30.737900183604648,12.08597460177021,18.651925581834437,0.7011398749891669
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,2,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.5885999178972043,0.2891257218462726,13.044075702064328,8.224286199446086,31.521882812963543,12.974003814662957,18.547878998300586,0.6949599168729037
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,3,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.0920684035587658,0.21694403552985325,10.687015601218135,6.050215315411777,29.56452555282757,10.692347645146507,18.872177907681063,0.6991955421399325
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,3,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.1577420592985204,0.21984840333186834,11.863285351020018,7.23366748843909,31.349725078674425,11.841065654709649,19.508659423964776,0.7041924160439521
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,3,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.0238201167615135,0.20703188471272133,10.414943318272845,6.796095014144591,29.646451105827595,10.385793968701488,19.260657137126106,0.6914229588583112
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,4,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.2949397008264367,0.28740474453431514,13.578590948560123,7.809458613549314,32.481412407988294,13.552855393669088,18.928557014319207,0.6935657078865916
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,4,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,0.9950926394170677,0.2127837665253315,11.415672143668962,6.848468763978533,31.019750218118112,11.39700210682231,19.622748111295802,0.6970546250231564
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,4,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.1289806943734682,0.2350587124292349,11.816055558797713,7.329065693962155,31.46840677880789,11.773185721679509,19.69522105712838,0.7063006248790771
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,5,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.242162605493557,0.2596693494945973,11.333289091359068,7.023106050566982,30.895470503367868,11.310189708045472,19.585280795322397,0.7087613330222666
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,5,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.5493820576671655,0.26894901150289274,11.845269953118558,7.085805976767953,31.58472462675207,11.832047528164297,19.752677098587775,0.7139102080836892
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,5,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.3206511850819342,0.28090996882670016,11.23259599022866,6.704685622146515,32.328400740577436,11.21776255149973,21.110638189077704,0.7018959170673043
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,6,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.0293325186732598,0.21515472160750213,10.962091643021363,6.484432807953898,29.803206517130477,10.954938938829455,18.84826757830102,0.6951666248496622
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,6,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.2490322025669076,0.28514991472385715,12.32535613514681,7.843822577974849,30.97497091067214,12.269812987753916,18.705157922918225,0.7128590838983655
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,6,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.1863271978110101,0.2602329796073083,11.434470544956945,8.200165912024582,31.077594227368557,11.34362412889164,19.733970098476917,0.7392154589761049
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,7,0,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.0358152132685892,0.18129466107275663,9.803629435864966,5.901532630013672,28.880376538348138,9.801933787496383,19.078442750851757,0.7098904170561582
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,7,1,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.1094190967154065,0.2160924852828713,10.179356191307376,6.438868457073776,30.69472420838912,10.160629973872934,20.534094234516182,0.7133227919694036
3T_topology_ladder,rho,barabasi_albert,barabasi_albert,7,2,50,20000,0.8,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,2.1096901719269865,0.3516059174301709,11.889991531882282,9.547413189755739,32.82506666264345,11.731769533800698,21.093297128842753,0.7214370830915868
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,0,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0728,10.0,2.1518364250100426,1.5973546179666913,0.36962852266376967,12.884811881841781,7.595601604162628,32.17498271719813,12.885954536255422,19.289028180942704,0.7148110419511795
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,0,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0728,10.0,2.1518364250100426,1.621483385867904,0.3539975486843465,13.692754290380469,8.30087472531851,30.53451345242237,13.672257622849049,16.86225582957332,0.7110234170686454
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,0,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0728,10.0,2.1518364250100426,1.84871824736826,0.3887050794658004,13.524023960574056,8.951140186937534,30.372543026374377,13.41268810183056,16.95985492454382,0.7306264999788254
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,1,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0744,8.0,1.9701776569639604,1.5504518056224266,0.3432127573042122,13.66802397405056,8.274076800301556,31.285480683799705,13.661321426162427,17.624159257637277,0.7312184998299927
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,1,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0744,8.0,1.9701776569639604,1.5267303498640723,0.3742707514674852,16.336631614906405,9.889429930732193,34.48385628827996,16.31414629622796,18.169709992052,0.7082997499965131
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,1,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0744,8.0,1.9701776569639604,1.3120914460359878,0.3441475208614272,13.070515994666897,7.828624846027918,33.658119294030136,13.049567918217681,20.608551375812453,0.6995428749360144
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,2,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0728,8.0,1.6942254867637896,1.41255182822681,0.33435122123989197,14.853602801943978,8.899532081609763,31.184438832017484,14.841523835973351,16.342914996044133,0.7018760410137475
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,2,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0728,8.0,1.6942254867637896,1.7145083677570478,0.34687485285541875,15.594488100834702,9.442113943157384,32.245341591742516,15.588360830404879,16.656980761337635,0.6994622501078993
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,2,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0728,8.0,1.6942254867637896,1.200896574024765,0.2828607840590049,13.863506725653643,8.461082142212156,33.232035342566235,13.829897661143722,19.402137681422513,0.6984647908248007
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,3,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8969449122207,1.5804350563074567,0.3475643502030779,15.43861244686602,9.122508276564007,33.12804198635497,15.441723248267264,17.686318738087706,0.696224584011361
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,3,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8969449122207,2.1429530855968437,0.44052027620224843,15.118215224389747,9.052965451489957,30.418213670973078,15.112009539818231,15.306204131154846,0.7086604170035571
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,3,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8969449122207,1.436968550680837,0.3073515404863128,15.448709934418122,9.34840869405658,33.0138466110359,15.423155675619048,17.590690935416852,0.7050405419431627
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,4,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.068,8.0,1.7776388834631178,1.5672037272857486,0.3652273985686913,14.054161886542781,8.258975983727646,30.855771815652,14.045859277957119,16.809912537694878,0.7079254169948399
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,4,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.068,8.0,1.7776388834631178,1.719317026904544,0.389228664581042,13.515511368568905,8.400973760612658,31.8942155844455,13.482617298819234,18.41159828562627,0.7178426671307534
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,4,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.068,8.0,1.7776388834631178,1.490331001791157,0.370985544829909,15.038580212189116,9.200824524506686,29.989838772034457,15.008840011487358,14.980998760547099,0.7011601249687374
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,5,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0684,7.0,1.7898603297464304,1.502142613533955,0.36943897859749397,13.296859389395436,7.973508642050059,31.172455263297802,13.285022934263935,17.887432329033867,0.7002232919912785
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,5,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0684,7.0,1.7898603297464304,1.6619397198908386,0.3931559321372674,14.747397994255294,8.73508895205467,30.49928204217705,14.754409255756299,15.744872786420752,0.6996869998984039
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,5,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0684,7.0,1.7898603297464304,1.562411949335227,0.3632506222485733,15.078289795635914,10.036803874502832,30.86217799655458,14.990085507590663,15.872092488963915,0.6967838751152158
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,6,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0808,9.0,2.0972362766269326,1.7192441516165238,0.3154177076297398,13.789150196901915,8.12236022182438,32.833085484193845,13.785705429590445,19.0473800546034,0.6959009170532227
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,6,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0808,9.0,2.0972362766269326,1.31884665095688,0.32913554330454,15.447287578003857,8.941055585001541,31.980790686039093,15.439165191470783,16.541625494568308,0.6981769590638578
3T_topology_ladder,rho,erdos_renyi,erdos_renyi,6,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0808,9.0,2.0972362766269326,1.3761794702678907,0.3166876533381467,14.644925230201267,10.076958846610802,31.243218206769146,14.52742884041282,16.715789366356326,0.6967927089426666
