experiment,sweep_axis,level,topology_kind,graph,replicate,n_units,n_steps,rho,leak_rate,sigma_u,state_noise,nominal_density,realized_density,in_degree_max,in_degree_std,gain_max,gain_std,mc_total,mc_effective_delay,ipc_total,ipc_linear,ipc_nonlinear,wall_time_s
3T_topology_ladder,state_noise,control_symmetric,control,6,1,50,20000,0.95,1.0,0.2,0.0,0.07760000000000011,0.0716,8.0,1.9400000000000002,1.224752736476704,0.2961048417959264,15.018658013505432,9.8071559659095,30.50345821035342,14.98925020795595,15.514208002397469,0.6982815410010517
3T_topology_ladder,state_noise,control_symmetric,control,6,2,50,20000,0.95,1.0,0.2,0.0,0.07760000000000011,0.0716,8.0,1.9400000000000002,1.331992963519703,0.3292354558207465,13.452954853091775,8.356470909169463,28.820238558134207,13.432858857051183,15.387379701083024,0.6967169160488993
3T_topology_ladder,state_noise,control_symmetric,control,7,0,50,20000,0.95,1.0,0.2,0.0,0.07760000000000011,0.0864,9.0,1.9124852940611072,1.3165596193104472,0.284467077644736,13.183380991806672,8.546493921282352,29.632060063830572,13.181011875243941,16.451048188586633,0.6955514170695096
3T_topology_ladder,state_noise,control_symmetric,control,7,1,50,20000,0.95,1.0,0.2,0.0,0.07760000000000011,0.0864,9.0,1.9124852940611072,1.192125773050552,0.23081117913703084,14.767834735433857,8.72780965035171,33.42380736978889,14.748989784192254,18.674817585596635,0.6936101661995053
3T_topology_ladder,state_noise,control_symmetric,control,7,2,50,20000,0.95,1.0,0.2,0.0,0.07760000000000011,0.0864,9.0,1.9124852940611072,1.2190104646936775,0.2488366561565605,15.102649655234323,10.56100560725442,30.717340250731894,15.035867533788043,15.681472716943851,0.6948356670327485
3T_topology_ladder,state_noise,control_no_self,control,0,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.072,10.0,2.1908902300206647,1.5714277710522424,0.3857340358455831,12.576526077515789,7.491835434342111,32.24902185102745,12.577960206714225,19.671061644313227,0.6911507919430733
3T_topology_ladder,state_noise,control_no_self,control,0,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.072,10.0,2.1908902300206647,1.6208620750796785,0.3621188838187504,13.48850103370578,8.242344344435002,30.973478667107297,13.460953960418664,17.512524706688634,0.6988105000928044
3T_topology_ladder,state_noise,control_no_self,control,0,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.072,10.0,2.1908902300206647,1.8607359446790137,0.3982292512196252,13.132099939645467,8.254723996296029,30.206135294472908,13.072356839358394,17.133778455114516,0.6953951250761747
3T_topology_ladder,state_noise,control_no_self,control,1,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.074,8.0,1.9416487838947598,1.575093295164898,0.3432021774113722,12.921327039570123,7.95370925347488,30.685707500665934,12.918019297446214,17.76768820321972,0.6933656251057982
3T_topology_ladder,state_noise,control_no_self,control,1,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.074,8.0,1.9416487838947598,1.4801864019393718,0.35857691416459875,14.568667475009851,8.842915705766508,32.9061190358359,14.558184679708296,18.347934356127602,0.693872082978487
3T_topology_ladder,state_noise,control_no_self,control,1,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.074,8.0,1.9416487838947598,1.4641221879055906,0.37727339650506553,13.431138374949816,7.88887905294014,31.112801822502156,13.419603722693674,17.693198099808484,0.6907537500374019
3T_topology_ladder,state_noise,control_no_self,control,2,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0724,8.0,1.6720047846821493,1.4111898597718286,0.34512588540485944,14.16659895709612,8.614277051738533,30.659758472099618,14.155111519223425,16.504646952876193,0.6939030420035124
3T_topology_ladder,state_noise,control_no_self,control,2,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0724,8.0,1.6720047846821493,1.7452635492078088,0.36120498021152214,15.2383639246688,9.215556441701654,29.578010636682208,15.230867630998116,14.347143005684092,0.6926953338552266
3T_topology_ladder,state_noise,control_no_self,control,2,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0724,8.0,1.6720047846821493,1.2016848165645098,0.2835803645362929,13.571546791237012,9.5621971780418,33.2419614945768,13.462727426524342,19.779234068052457,0.6951614168938249
3T_topology_ladder,state_noise,control_no_self,control,3,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8216476058777118,1.5639747754416098,0.33154051113924676,14.61489767858404,8.920637635278238,33.59892652094606,14.59063030291725,19.00829621802881,0.6954598748125136
3T_topology_ladder,state_noise,control_no_self,control,3,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8216476058777118,2.0267504641890075,0.4122811258694407,14.768786630384954,8.706626775994737,29.975662623758215,14.765253593851034,15.210409029907181,0.6940005000215024
3T_topology_ladder,state_noise,control_no_self,control,3,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0792,10.0,1.8216476058777118,1.515626081618432,0.32390142833008306,15.564348997668294,9.950654639081732,30.96447795208753,15.529406708860792,15.435071243226739,0.6960964580066502
3T_topology_ladder,state_noise,control_no_self,control,4,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0664,8.0,1.7022338264762569,1.5532079032823052,0.3432471650643987,13.854611594968997,8.187373698154502,31.23616634468337,13.857457505714942,17.37870883896843,0.694058959139511
3T_topology_ladder,state_noise,control_no_self,control,4,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0664,8.0,1.7022338264762569,1.7756436267923346,0.38670473927992377,12.727177871960585,8.230737512974818,27.95249431687165,12.703924076149223,15.248570240722428,0.6919386249501258
3T_topology_ladder,state_noise,control_no_self,control,4,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0664,8.0,1.7022338264762569,1.6472898588308755,0.37156186449464207,16.00168604797782,9.41919616763256,33.32513811953609,15.96044865344005,17.364689466096042,0.688981874845922
3T_topology_ladder,state_noise,control_no_self,control,5,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0684,7.0,1.8230743265155154,1.521551672568456,0.3906573061132441,13.039013324136013,7.75526903542632,30.6650718586191,13.02864667159312,17.636425187025978,0.6944076248910278
3T_topology_ladder,state_noise,control_no_self,control,5,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0684,7.0,1.8230743265155154,1.6955292981871295,0.39828045725780475,14.703589033767607,8.547092318997386,32.13050604279924,14.70980904025401,17.420697002545232,0.6901957909576595
3T_topology_ladder,state_noise,control_no_self,control,5,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0684,7.0,1.8230743265155154,1.651034428197931,0.3787004431251874,15.139178133371503,9.846973914522424,29.294360992794132,15.078161586479593,14.216199406314539,0.6922679170966148
3T_topology_ladder,state_noise,control_no_self,control,6,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0804,9.0,2.054166497633529,1.7371358469489186,0.3173175155478672,13.817187092484197,8.205721371099555,33.29629344988959,13.809829133772272,19.486464316117317,0.6863457500003278
3T_topology_ladder,state_noise,control_no_self,control,6,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0804,9.0,2.054166497633529,1.5145617563045493,0.37343996243089955,16.748833045845537,10.011456455686488,29.752142166713178,16.715819940683065,13.036322226030112,0.6882377918809652
3T_topology_ladder,state_noise,control_no_self,control,6,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0804,9.0,2.054166497633529,1.374037053475798,0.31705358698170905,15.201953838060493,10.467769071318664,32.348399392405156,15.069783808606346,17.27861558379881,0.6859401250258088
3T_topology_ladder,state_noise,control_no_self,control,7,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.074,7.0,1.6999999999999997,1.3508243399046693,0.2960315471726059,13.225323113473818,8.040147637102839,31.912189285610612,13.217723355408017,18.694465930202597,0.6932820410002023
3T_topology_ladder,state_noise,control_no_self,control,7,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.074,7.0,1.6999999999999997,1.492577164705355,0.3368315304573165,12.821489132998284,7.653626378920332,32.17684973990127,12.821028736138265,19.355821003763005,0.6913420411292464
3T_topology_ladder,state_noise,control_no_self,control,7,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.074,7.0,1.6999999999999997,1.3449391086598608,0.2743411497953118,14.320516919636038,10.051207304670951,28.188851141985033,14.230876783365268,13.957974358619765,0.6885695829987526
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,0,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.407388932128158,0.26325088923144474,10.741124062543038,7.606087219714182,25.760430017684527,10.709284405079135,15.051145612605392,0.7297382091637701
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,0,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.473756593663013,0.27655556856466007,12.062806942760151,8.248780453372941,26.370664387423993,12.042630714390251,14.328033673033742,0.7318484161514789
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,0,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.3208830637389168,0.24873427312120341,10.309173128455983,7.778909540303874,23.59427170106361,10.265227129718623,13.329044571344989,0.7259909580461681
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,1,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.7524175859353412,0.2967803244098766,11.54881630257422,7.228588221255137,30.438484171389348,11.531377101585367,18.90710706980398,0.7315375001635402
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,1,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.4331910849028693,0.2851949421753515,11.477578359470856,7.371974194827478,29.615778013570996,11.46221273695903,18.153565276611964,0.7314021249767393
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,1,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.4971533276016942,0.32050517827250685,12.398027305968794,8.68318265821434,29.462634184648174,12.327820269396746,17.134813915251428,0.7345254591200501
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,2,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.3097162277313792,0.2857101786300289,11.286281597121055,7.327492667084856,28.082007070983284,11.2632458004389,16.818761270544385,0.7360421668272465
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,2,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.3108582773928918,0.28175143699175104,13.875436363647912,9.135052056810029,25.234912611902935,13.856070251165155,11.37884236073778,0.7294766250997782
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,2,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.5523435916478259,0.3274906763061905,12.665806437958139,8.564329128427834,30.43685158776434,12.614783851922574,17.822067735841767,0.7326460420154035
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,3,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.6012632600229078,0.28458662617570957,12.286712397824823,7.47015523265567,30.151445058925546,12.293692695907684,17.857752363017863,0.7302888329140842
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,3,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.1344308624344381,0.2537493057145806,13.809344267601695,8.967332689618416,27.03987845372412,13.765461446547427,13.274417007176694,0.7379713328555226
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,3,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.3074037815616426,0.2706529657594207,13.850064331456084,8.880698198338624,28.811041302632642,13.807327742927683,15.00371355970496,0.7414581251796335
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,4,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.60714998091331,0.33662468243828675,15.450856180271474,9.749899288361641,29.4072539680914,15.444198708911841,13.963055259179558,0.729055207921192
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,4,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.4948420524230221,0.2767744644960321,12.416239866223808,8.25245498156473,29.262184423434896,12.361680955301603,16.900503468133294,0.7339725000783801
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,4,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.2155978731414119,0.2905419934791969,12.403515910015367,8.402203685613625,27.15049713001019,12.344654545138928,14.805842584871263,0.7375771249644458
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,5,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.299504190652666,0.24957991766175872,10.473685933719569,6.703491387153089,28.351927196141062,10.460880691252763,17.8910465048883,0.732161374995485
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,5,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,2.107051055710497,0.3414953545157511,13.472580288967809,8.458530890219874,28.40799712771865,13.440674473643373,14.967322654075279,0.7322856669779867
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,5,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.46403393257881,0.3274046075462937,11.086047846744362,8.052097859587631,26.182755442456983,11.044359179471737,15.138396262985246,0.7260133330710232
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,6,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.5966967616194099,0.2777792047971654,11.96404946681477,7.3000189465037835,27.961163510170294,11.959031831801909,16.002131678368386,0.7491386248730123
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,6,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.608889334092656,0.34464682067223834,12.44669436626132,8.87116342747499,23.76079515782306,12.38608002082839,11.374715136994672,0.7332344590686262
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,6,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.3000384867160641,0.2774138101567747,12.17727967005927,8.086580008530806,28.069996584798364,12.159143645952536,15.910852938845828,0.7282704170793295
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,7,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.6501476366697863,0.31835594091128144,12.811541461018313,7.676418353121628,29.094384547563905,12.812776793591574,16.28160775397233,0.7348742089234293
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,7,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.3467054694514247,0.2464955661862993,11.082735906038973,7.809404198217554,28.27183511710249,11.025026773626923,17.246808343475568,0.7284663750324398
3T_topology_ladder,state_noise,degree_preserving,degree_preserving,7,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.782243298355647,0.3465526614304637,11.976499657691631,9.008438928965425,28.49904999844044,11.905528413351396,16.593521585089043,0.7329385420307517
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,0,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.6671332429932575,0.3026747314632951,11.59380499569333,7.564780849961049,27.033310235706246,11.57332782397006,15.459982411736187,0.6946770418435335
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,0,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.9286924197087603,0.3332747477729784,11.83838384176822,8.102408467532554,30.79234145429607,11.801432818868857,18.990908635427214,0.697978249983862
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,0,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,22.0,3.8865923377683957,1.9056971013454735,0.3758555656009601,12.986296198561297,9.142301253944522,28.443973499153365,12.919427221667684,15.524546277485682,0.6896100831218064
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,1,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.8755959432558256,0.30672498201925824,12.006132410191027,7.8301836499428,29.490417642485205,11.962209503302358,17.528208139182848,0.6907777499873191
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,1,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.7859968598976819,0.31710801560221596,11.629767226129475,7.828612188067117,27.448713208754423,11.605397847850709,15.843315360903715,0.6893575000576675
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,1,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.4620225302559775,1.2754227092887316,0.2545538659757538,11.105002029020019,8.542704149517627,27.202856894964857,11.029703982184714,16.173152912780143,0.6927398750558496
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,2,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.3286171653013605,0.27783282793351877,12.030602539915922,7.037983202904413,28.043317684037564,12.033713896235277,16.009603787802288,0.6895670830272138
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,2,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.4336242608914302,0.29830451339451286,13.46026020351873,8.85306062444871,29.337689154740694,13.454998297793848,15.882690856946846,0.6970237088389695
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,2,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,16.0,3.0175486740067674,1.88646240250293,0.3433367946924487,14.163875123034781,9.310753966015055,29.059964333907562,14.099306392184028,14.960657941723534,0.6950328329112381
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,3,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.296831229226034,0.2576210421917007,11.670121428522132,7.580715256524083,27.9676552759749,11.651358792236865,16.316296483738036,0.6960317499469966
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,3,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.3748186954169928,0.2610699789565936,13.145598770101964,8.648358233359307,28.015985690102664,13.114170702626673,14.90181498747599,0.6918847910128534
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,3,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,14.0,2.797427389584938,1.2157863886542972,0.24585036309635655,11.121376365311656,8.000525145207332,26.49440807922487,11.084391446726539,15.41001663249833,0.6944271249230951
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,4,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.5377408947313935,0.3412931341344992,15.083437915219374,9.450575856445898,29.961820622947997,15.053543466963552,14.908277155984445,0.6980582501273602
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,4,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.1816725093077678,0.2526807227488312,12.507850947630978,7.929722846414022,29.89365141113181,12.492665760865519,17.400985650266293,0.6942762499675155
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,4,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,12.0,2.7541967976163213,1.3406645745684933,0.2791322210097164,13.13824692734923,8.997487769621133,28.81468466465425,13.080128030626922,15.73455663402733,0.6901861249934882
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,5,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.475068094023599,0.30835735252483426,12.209770503777047,10.036390753249265,28.872632126589828,12.089619731003916,16.783012395585914,0.695425583049655
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,5,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.839891193479759,0.3193769511596851,13.697342561372054,8.590785180258438,29.202510646968513,13.68561217944063,15.516898467527882,0.6964415409602225
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,5,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,19.0,3.4096334113801734,1.5682732822847967,0.3335805879817064,12.280668891920376,7.900399676934555,30.921789375043115,12.254696099832612,18.667093275210505,0.6908692088909447
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,6,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.2223323659244958,0.2554962319089087,12.017972664769296,7.716125821261966,26.778877895134883,12.001891847569922,14.77698604756496,0.6973516668658704
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,6,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.4832257405482023,0.33861552373458026,13.406611105097022,8.74195119078852,26.26274870508039,13.355772910109017,12.906975794971373,0.6928284158930182
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,6,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,15.0,3.2473989591671675,1.4087635474005744,0.3090266632836785,12.54234768387155,9.10523150686488,29.23144278144349,12.442525401203294,16.788917380240196,0.6958940417971462
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,7,0,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.2300305657564494,0.21528741002389848,10.363342402429463,6.793028350681323,26.29387437731277,10.367109979664688,15.92676439764808,0.6913419999182224
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,7,1,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,1.317435177349545,0.25660982627340967,11.063836994246323,7.951956368699865,29.072323383660702,11.020827399785757,18.051495983874943,0.6934889999683946
3T_topology_ladder,state_noise,barabasi_albert,barabasi_albert,7,2,50,20000,0.95,1.0,0.2,0.0,0.0776,0.0776,20.0,3.51363060095964,2.505257079163296,0.4175320269483279,12.054842198875175,8.717035878757708,28.901804132582754,11.972901004680477,16.928903127902277,0.6920869590248913
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,0,0,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0728,10.0,2.1518364250100426,1.5973546179666913,0.36962852266376967,11.226141751333618,6.964321958757139,18.819688690443957,11.234658356740814,7.585030333703143,0.7271631250623614
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,0,1,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0728,10.0,2.1518364250100426,1.621483385867904,0.3539975486843465,10.144665639083295,7.019200295529436,13.085898689926477,10.113648885666553,2.972249804259924,0.7211295000743121
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,0,2,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0728,10.0,2.1518364250100426,1.84871824736826,0.3887050794658004,11.33287307549383,7.380214129655479,16.152998178952586,11.302153607948865,4.850844571003721,0.7168459161184728
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,1,0,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0744,8.0,1.9701776569639604,1.5504518056224266,0.3432127573042122,11.374855229043119,7.608225970288888,16.087982716043623,11.35515300400547,4.7328297120381535,0.7221077498979867
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,1,1,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0744,8.0,1.9701776569639604,1.5267303498640723,0.3742707514674852,10.83413267853505,7.307605577297931,12.856658268486866,10.808397221200838,2.0482610472860276,0.7161571660544723
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,1,2,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0744,8.0,1.9701776569639604,1.3120914460359878,0.3441475208614272,10.573081609972599,6.738091772777102,15.62899525946611,10.54421528095835,5.084779978507761,0.7189222921151668
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,2,0,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0728,8.0,1.6942254867637896,1.41255182822681,0.33435122123989197,13.17675991456693,8.258440150837705,19.98314644697011,13.159641552031694,6.8235048949384165,0.7240498329047114
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,2,1,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0728,8.0,1.6942254867637896,1.7145083677570478,0.34687485285541875,12.806417051540565,8.33467436607464,17.13707701825451,12.792976620758461,4.344100397496048,0.722201667027548
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,2,2,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0728,8.0,1.6942254867637896,1.200896574024765,0.2828607840590049,10.151780719515934,7.240950637815919,12.00247540475111,10.107472044287872,1.895003360463237,0.7233039999846369
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,3,0,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0792,10.0,1.8969449122207,1.5804350563074567,0.3475643502030779,12.708078293598643,7.93282354734042,18.044954303317393,12.699396628879036,5.345557674438357,0.7232662499882281
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,3,1,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0792,10.0,1.8969449122207,2.1429530855968437,0.44052027620224843,13.149735013223026,8.34317125430169,20.396135975305224,13.13058218633122,7.265553788974005,0.7261029160581529
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,3,2,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0792,10.0,1.8969449122207,1.436968550680837,0.3073515404863128,12.107485702719856,7.82738534655432,14.307342577298657,12.092182698046077,2.21515987925258,0.7242579578887671
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,4,0,50,20000,0.95,1.0,0.2,0.01,0.0776,0.068,8.0,1.7776388834631178,1.5672037272857486,0.3652273985686913,11.957070314563952,7.7877174571370995,16.7089056970457,11.918836386772874,4.790069310272827,0.7239643330685794
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,4,1,50,20000,0.95,1.0,0.2,0.01,0.0776,0.068,8.0,1.7776388834631178,1.719317026904544,0.389228664581042,11.59288766890547,7.480274192051024,16.49453899980388,11.568212359776819,4.92632664002706,0.7224220000207424
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,4,2,50,20000,0.95,1.0,0.2,0.01,0.0776,0.068,8.0,1.7776388834631178,1.490331001791157,0.370985544829909,11.096377575395831,7.413519721905668,12.868137274538762,11.084202401293247,1.7839348732455154,0.7242422089911997
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,5,0,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0684,7.0,1.7898603297464304,1.502142613533955,0.36943897859749397,11.262170043196125,7.294790376724107,16.959129406222903,11.231296857079267,5.727832549143637,0.721585291903466
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,5,1,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0684,7.0,1.7898603297464304,1.6619397198908386,0.3931559321372674,12.908464323844138,8.032428619679552,18.153755910315112,12.913730502037609,5.2400254082775035,0.7180694588460028
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,5,2,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0684,7.0,1.7898603297464304,1.562411949335227,0.3632506222485733,12.77414490001655,9.322974454057759,18.34762069851599,12.66666987022083,5.68095082829516,0.7204843750223517
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,6,0,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0808,9.0,2.0972362766269326,1.7192441516165238,0.3154177076297398,11.537970924287661,7.502929343544639,18.139509495312097,11.52407907614319,6.6154304191689075,0.7206820831634104
3T_topology_ladder,state_noise,erdos_renyi,erdos_renyi,6,1,50,20000,0.95,1.0,0.2,0.01,0.0776,0.0808,9.0,2.0972362766269326,1.31884665095688,0.32913554330454,11.209569579626118,7.023730404843939,12.86639310998887,11.203939070754092,1.6624540392347775,0.7247522501274943
