experiment,n_units,leak_rate,method,replicate,alpha,n_lags,nrmse,nmse,rmse,mc_total,ipc_total,ipc_linear,ipc_nonlinear,nonlinear_share,wall_time_s
3C2_narma10_operating,50,0.6,linear,1,100.0,0,1.0009270988379626,1.0018550571881806,0.10795802733625796,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,delay_line,1,1e-10,30,0.3811273121985076,0.14525802810365868,0.04110764194184534,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,esn,1,1e-10,0,0.45789098674702194,0.20966415574416142,0.04938722082922015,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,delay_line_ols,1,0.0,30,0.38112731219847684,0.14525802810363522,0.04110764194184202,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,linear,2,100.0,0,1.0265367467791666,1.053777692487955,0.10720514020942726,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,delay_line,2,1.0,25,0.40679684621539036,0.16548367409078796,0.042483343214069554,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,esn,2,1e-10,0,0.46476869358062173,0.21600993853263786,0.04853756391731157,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,delay_line_ols,2,0.0,25,0.409134217899459,0.16739080825620198,0.04272744383676847,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,linear,3,100.0,0,1.0002585655188065,1.0005171978937406,0.10912527502712209,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,delay_line,3,1.0,30,0.3844161419734607,0.14777577020975988,0.04193867332289332,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,esn,3,1e-09,0,0.439468478875822,0.19313254392542883,0.04794472177121627,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,delay_line_ols,3,0.0,30,0.38453319346114495,0.14786577687342634,0.04195144329680427,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,linear,4,100.0,0,1.0024336655125003,1.0048732537528273,0.10932973608507367,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,delay_line,4,1e-10,30,0.3924103827275435,0.1539859084723772,0.042797967642787725,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,esn,4,1e-09,0,0.4412780019138655,0.1947262749730935,0.048127680812401784,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,0.6,delay_line_ols,4,0.0,30,0.39241038272753975,0.15398590847237423,0.042797967642787316,12.016014161634061,37.347273458181164,11.906186681886552,25.44108677629461,0.6812033227748672,0.49428225005976856
3C2_narma10_operating,50,1.0,linear,0,100.0,0,1.0147244503074777,1.0296657100518127,0.11094512594233541,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line,0,10.0,30,0.3952810654349529,0.15624712069139152,0.043218144171072996,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,esn,0,1e-10,0,0.43722359759510177,0.1911644742940035,0.04780394035587779,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line_ols,0,0.0,30,0.390331493450001,0.1523586747789082,0.04267698160515203,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,linear,1,100.0,0,1.0009270988379626,1.0018550571881806,0.10795802733625796,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line,1,1e-10,30,0.3811273121985076,0.14525802810365868,0.04110764194184534,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,esn,1,1e-10,0,0.402715084507878,0.16217943929018733,0.04343605658443982,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line_ols,1,0.0,30,0.38112731219847684,0.14525802810363522,0.04110764194184202,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,linear,2,100.0,0,1.0265367467791666,1.053777692487955,0.10720514020942726,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line,2,1.0,25,0.40679684621539036,0.16548367409078796,0.042483343214069554,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,esn,2,1e-10,0,0.42807242519597055,0.18324600121315981,0.0447052329172937,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line_ols,2,0.0,25,0.409134217899459,0.16739080825620198,0.04272744383676847,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,linear,3,100.0,0,1.0002585655188065,1.0005171978937406,0.10912527502712209,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line,3,1.0,30,0.3844161419734607,0.14777577020975988,0.04193867332289332,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,esn,3,1e-10,0,0.387841497275098,0.15042102700858984,0.042312369537294545,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line_ols,3,0.0,30,0.38453319346114495,0.14786577687342634,0.04195144329680427,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,linear,4,100.0,0,1.0024336655125003,1.0048732537528273,0.10932973608507367,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line,4,1e-10,30,0.3924103827275435,0.1539859084723772,0.042797967642787725,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,esn,4,1e-05,0,0.41958093923319234,0.17604816456780784,0.045761305641345916,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,50,1.0,delay_line_ols,4,0.0,30,0.39241038272753975,0.15398590847237423,0.042797967642787316,16.24538645958157,40.8572274459963,16.021261721233728,24.835965724762573,0.6078720284578759,0.49476708308793604
3C2_narma10_operating,100,0.3,linear,0,100.0,0,1.0147244503074777,1.0296657100518127,0.11094512594233541,15.560647109241811,44.32881198289973,11.949238605443243,32.37957337745649,0.730440811045133,0.5392990831751376
3C2_narma10_operating,100,0.3,delay_line,0,10.0,30,0.3952810654349529,0.15624712069139152,0.043218144171072996,15.560647109241811,44.32881198289973,11.949238605443243,32.37957337745649,0.730440811045133,0.5392990831751376
3C2_narma10_operating,100,0.3,esn,0,1e-08,0,0.4966526321283257,0.24666383699999403,0.05430162720960644,15.560647109241811,44.32881198289973,11.949238605443243,32.37957337745649,0.730440811045133,0.5392990831751376
3C2_narma10_operating,100,0.3,delay_line_ols,0,0.0,30,0.390331493450001,0.1523586747789082,0.04267698160515203,15.560647109241811,44.32881198289973,11.949238605443243,32.37957337745649,0.730440811045133,0.5392990831751376
3C2_narma10_operating,100,0.3,linear,1,100.0,0,1.0009270988379626,1.0018550571881806,0.10795802733625796,15.560647109241811,44.32881198289973,11.949238605443243,32.37957337745649,0.730440811045133,0.5392990831751376
3C2_narma10_operating,100,0.3,delay_line,1,1e-10,30,0.3811273121985076,0.14525802810365868,0.04110764194184534,15.560647109241811,44.32881198289973,11.949238605443243,32.37957337745649,0.730440811045133,0.5392990831751376
3C2_narma10_operating,100,0.3,esn,1,1e-10,0,0.5079278429654573,0.2579906936595423,0.054784097682411194,15.560647109241811,44.32881198289973,11.949238605443243,32.37957337745649,0.730440811045133,0.5392990831751376
