experiment,condition_id,replicate,diagnostic,key,value
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.7|state_noise=0,0,ipc,ipc_threshold_degree2,0.01260371597459851
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.7|state_noise=0,0,ipc,ipc_threshold_degree3,0.01273862741345062
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.7|state_noise=0,0,ipc,ipc_threshold_degree4,0.012842558454324358
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_total,19.70031073005755
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_total_raw,21.73035939766185
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_threshold,0.012218199646027893
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_effective_delay,50.40248229573506
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_ratio,0.09850155365028775
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,n_delays,400.0
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_total,34.6870534537886
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_total_raw,37.964986007504365
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_linear,13.084745484273443
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_nonlinear,21.60230796951516
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,n_targets,601.0
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,n_targets_kept,300.0
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,saturation_ratio,0.173435267268943
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree1,0.01197955755328368
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree2,0.012507819580793287
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree3,0.012067000111340499
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree4,0.012632453963013148
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_total,21.1594283293069
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_total_raw,24.081042983571137
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_threshold,0.01204026898241817
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_effective_delay,23.330283843836604
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_ratio,0.10579714164653449
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,n_delays,400.0
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_total,70.15821635116978
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_total_raw,73.12569798836776
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_linear,19.64199816476396
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_nonlinear,50.51621818640582
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,n_targets,601.0
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,n_targets_kept,330.0
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,saturation_ratio,0.35079108175584894
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree1,0.012498167737148829
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree2,0.012439181536560935
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree3,0.012606727064712034
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree4,0.012813386057462227
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_total,29.490625520800368
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_total_raw,32.977952476927975
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_threshold,0.013447050326806624
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_effective_delay,15.837200698524246
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,mc_ratio,0.14745312760400184
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,memory_capacity,n_delays,400.0
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_total,115.96474134486209
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_total_raw,119.09259218721917
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_linear,29.50154799509936
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_nonlinear,86.46319334976273
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,n_targets,601.0
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,n_targets_kept,313.0
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,saturation_ratio,0.5798237067243105
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree1,0.01241524169026852
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree2,0.01260086245778849
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree3,0.01303652150664874
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.9|state_noise=0,0,ipc,ipc_threshold_degree4,0.01306868091110945
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_total,20.764485155110197
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_total_raw,22.43671268292093
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_threshold,0.012919150802539314
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_effective_delay,58.432305972277504
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_ratio,0.10382242577555098
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,n_delays,400.0
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_total,31.668758176648943
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_total_raw,34.928030950477435
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_linear,12.91516474478389
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_nonlinear,18.753593431865053
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,n_targets,601.0
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,n_targets_kept,305.0
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,saturation_ratio,0.1583437908832447
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree1,0.012223716702119657
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree2,0.012813914073352951
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree3,0.012329598316645827
3A_mc_sweep,leak_rate=0.3|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree4,0.012603470006627721
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_total,22.069092136187866
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_total_raw,25.024505162724605
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_threshold,0.012698270842551932
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_effective_delay,25.27720951342682
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_ratio,0.11034546068093933
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,n_delays,400.0
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_total,61.69694199513226
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_total_raw,64.64428503468982
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_linear,19.920202039439108
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_nonlinear,41.77673995569316
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,n_targets,601.0
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,n_targets_kept,331.0
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,saturation_ratio,0.3084847099756613
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree1,0.012485374242896344
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree2,0.012270482431219323
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree3,0.0128039654970726
3A_mc_sweep,leak_rate=0.6|n_units=200|rho=0.95|state_noise=0,0,ipc,ipc_threshold_degree4,0.012877049502840226
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_total,32.768868103002745
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_total_raw,36.15350889780241
3A_mc_sweep,leak_rate=1|n_units=200|rho=0.95|state_noise=0,0,memory_capacity,mc_threshold,0.012878116441761662
