experiment,replicate,seed_reservoir,seed_drive,seed_surrogate,rho,leak_rate,input_scale,sigma_u,input_drive_std,n_units,density,state_noise,n_steps,washout,t0_mc,n_samples_mc,mc_total,mc_total_raw,mc_threshold,mc_effective_delay,mc_ratio,n_delays,t0_ipc,n_samples_ipc,ipc_total,ipc_total_raw,ipc_linear,ipc_nonlinear,ipc_saturation_ratio,n_targets,n_targets_kept,n_degrees,chunk_size_mc_effective,chunk_size_ipc_effective,wall_time_state_s,wall_time_mc_s,wall_time_ipc_s,wall_time_s
3A_mc_sweep,2,0,1,4,0.5,1.0,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,15.962143265787265,19.667327180674548,0.0119398004511112,9.501645534141144,0.07981071632893633,400,200,19800,127.50921720122898,129.88063019481746,15.898735956709379,111.6104812445196,0.6375460860061449,601,369,4,256,256,0.14235099987126887,0.07952637504786253,0.58739333297126,0.8093307078815997
3A_mc_sweep,2,0,1,4,0.7,0.3,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,14.860325547796155,16.624852306752615,0.007866500751988857,29.42048575509928,0.07430162773898077,400,200,19800,36.615551332605115,38.27912612655822,12.56718406296433,24.048367269640785,0.1830777566630256,601,354,4,256,256,0.14178991597145796,0.08040049998089671,0.592607333092019,0.8148645830806345
3A_mc_sweep,2,0,1,4,0.7,0.6,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,16.795283820444343,19.911874837931002,0.01113491954633529,17.163185711772336,0.08397641910222171,400,200,19800,87.62092971713261,89.49147041751684,16.577766105578238,71.04316361155438,0.43810464858566306,601,417,4,256,256,0.14174358313903213,0.07957262499257922,0.5834020420443267,0.804778166115284
3A_mc_sweep,2,0,1,4,0.7,1.0,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,20.317970324816287,24.179258916931094,0.012801651210695167,11.111076958926535,0.10158985162408143,400,200,19800,138.9745324747986,141.5612738288665,20.284630010834643,118.68990246396395,0.6948726623739929,601,363,4,256,256,0.14053791714832187,0.07972824992612004,0.5917555838823318,0.8120852501597255
3A_mc_sweep,2,0,1,4,0.9,0.3,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,20.12461949336393,22.247810277437853,0.011869557697864755,47.094377374368584,0.10062309746681965,400,200,19800,41.20638426716211,43.795265042471364,13.82793888880726,27.378445378354847,0.20603192133581053,601,358,4,256,256,0.1429649582132697,0.07938816701062024,0.590047667035833,0.8124638330191374
3A_mc_sweep,2,0,1,4,0.9,0.6,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,21.232832753992295,24.439979846505395,0.012553526063085517,21.135311516603558,0.10616416376996148,400,200,19800,85.95969151297587,88.11902990179772,20.474609173280083,65.48508233969578,0.42979845756487933,601,410,4,256,256,0.1433156670536846,0.0799584579654038,0.5886785420589149,0.8120163751300424
3A_mc_sweep,2,0,1,4,0.9,1.0,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,28.516792738633153,32.04751703580835,0.012310328916469458,16.658040375539063,0.14258396369316576,400,200,19800,120.13190164765942,122.9240221846531,28.290087127268613,91.84181452039081,0.6006595082382971,601,345,4,256,256,0.14190479111857712,0.07921125018037856,0.590144167188555,0.8113228750880808
3A_mc_sweep,2,0,1,4,0.95,0.3,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,22.020881941982672,23.614686848864473,0.01242320487098772,57.64601225495093,0.11010440970991336,400,200,19800,39.63393783890537,42.36127179635316,13.905729651344394,25.728208187560973,0.19816968919452685,601,355,4,256,256,0.14052545907907188,0.07934604189358652,0.5878447499126196,0.8077862921636552
3A_mc_sweep,2,0,1,4,0.95,0.6,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,22.656420951466533,25.6833110579311,0.012629184972715883,23.860449104401887,0.11328210475733266,400,200,19800,79.93351764875469,82.19768211346334,20.989880785182624,58.94363686357207,0.39966758824377346,601,401,4,256,256,0.14232358383014798,0.08052445878274739,0.5908597090747207,0.8137697919737548
3A_mc_sweep,2,0,1,4,0.95,1.0,1.0,0.1,0.09990071705754178,200,0.1,0.0,20000,200,400,19600,31.46678462750432,34.879403204010835,0.012378686975199742,17.958738944195186,0.1573339231375216,400,200,19800,109.04853080992896,111.57099200141792,31.265408779448453,77.78312203048051,0.5452426540496448,601,366,4,256,256,0.14281974988989532,0.07960229204036295,0.5913165831007063,0.8138005419168621
